test_year,division_name,intercept,level,black,white
2006,Accomack County,0.4006659000833731,1.098012945719831,0.5988476392439531,0.8173773480531877
2006,Albemarle County,0.07726755604899482,1.4897686627715,0.5193072841512615,0.8273606872776451
2006,Alexandria City,0.1634817476420929,1.4108604681383419,0.5407796532990894,0.8284017446866122
2006,Alleghany County,0.7994113210158884,0.4826587646018295,0.6898485429042369,0.7828019447565032
2006,Amelia County,0.17234792830914608,0.867761448522164,0.5429806439757938,0.7388711098662851
2006,Amherst County,0.24034539387950898,0.6947467730723309,0.5597987644029149,0.7181072328439496
2006,Appomattox County,0.48839830163427245,0.942863089152311,0.6197290406198925,0.8070977789798633
2006,Arlington County,0.10645323532563139,1.7979596151629607,0.526588204798942,0.8703901584837901
2006,Augusta County,0.216604446203362,0.6871787710853394,0.5539403806898459,0.7117263340498761
2006,Bath County,0.28654498216940155,0.8782286625224356,0.5711500777495551,0.7621990285846305
2006,Bedford County,0.10796789304962046,1.0044158607087665,0.5269657831909298,0.752573249681253
2006,Bland County,0.16501258606995517,0.6450054649860166,0.5411597933469148,0.6921133508590576
2006,Botetourt County,0.5770330452958943,0.7627740052951388,0.6403844247418432,0.7924582091899139
2006,Bristol City,0.17121600081537253,0.5633430955902576,0.5426997395162009,0.6758049364890283
2006,Brunswick County,0.3168849042512741,0.940437164597878,0.5785648924180036,0.7785647724051623
2006,Buchanan County,0.13082864070577646,0.5794057623707081,0.5326605882120882,0.6704529522511455
2006,Buckingham County,0.370367486160491,0.49861775610060083,0.5915477730595977,0.7045345041593994
2006,Buena Vista City,0.22170356092409738,0.7537966256253368,0.5551999739879198,0.7262144431166888
2006,Campbell County,0.31723593276141615,0.6047161649614017,0.5786504804810365,0.7154396920410612
2006,Caroline County,0.2806964797253958,0.5995300292776069,0.5697169669456528,0.7068691571250407
2006,Carroll County,0.1181680823992107,0.5551098874804489,0.5295076922186164,0.6622367624697436
2006,Charles City County,-0.019796137045502815,1.287188156978611,0.49505112735415724,0.7802959778725272
2006,Charlotte County,0.8049749538297806,0.6398169591794087,0.6910376649684906,0.8091956099964145
2006,Charlottesville City,-0.2298523396794237,1.6541236002766844,0.4427885768598285,0.8060071421626731
2006,Chesapeake City,0.7202809384265003,1.0511645264858918,0.6726688786244241,0.8546373366477511
2006,Chesterfield County,0.4653481168023059,0.9120095589898487,0.6142821287118148,0.7985662961212427
2006,Clarke County,0.42109553968209124,0.9012343189237869,0.6037453731453879,0.7895690731151515
2006,Colonial Beach,0.1785503012584234,0.20152464830246097,0.5445193642198891,0.59389117972969
2006,Colonial Heights City,0.4431008908351355,0.4980665572574596,0.6089976624096126,0.7193354161600088
2006,Covington City,0.3149155954665698,0.06574157767841682,0.5780846465189783,0.5940315953226071
2006,Craig County,-0.03249298474813844,0.26598816395487823,0.4918774684437697,0.5581100212005876
2006,Culpeper County,0.10090213239762089,1.0807278675565621,0.525204152599247,0.7652407555129722
2006,Cumberland County,0.4511331733359092,0.5827211770240834,0.6109086222600039,0.7376624593920188
2006,Danville City,0.17651920113603148,1.2158515456270609,0.5440155693949109,0.8009704496690339
2006,Dickenson County,0.12952464612137485,0.5769033696236088,0.5323359667759179,0.6696114020009625
2006,Dinwiddie County,0.702479750554427,0.6004105914610436,0.668737335304179,0.7863210209868449
