test_year,division_name,intercept,level,hispanic,white
2006,Accomack County,0.7326712520324937,0.766098337081116,0.6753911865134626,0.8173908930639363
2006,Albemarle County,0.6950684719641701,0.8744420962582194,0.6670934835075009,0.8277138247028772
2006,Alexandria City,0.39369073794606163,1.1930659670241006,0.5971708527033583,0.8301593047652154
2006,Alleghany County,0.7744630159599035,0.4976574670136733,0.6844855420099694,0.7811055235294042
2006,Amelia County,0.8253056529931969,0.21817508940310726,0.6953614208838078,0.7395210591032532
2006,Amherst County,0.8494983779030357,0.08518748936506776,0.7004619052058361,0.7180249786218151
2006,Appomattox County,0.7399918461820068,0.6871457597282065,0.6769940732204547,0.8064549297812199
2006,Arlington County,0.19879238123915943,1.7128984272195735,0.54953507370261645,0.8712089822456718
2006,Augusta County,0.5627862747218104,0.341436609262982,0.6370969850578081,0.7118165329294486
2006,Bath County,0.7982690456564847,0.36679553361886397,0.6896040915039113,0.7622517569409439
2006,Bedford County,1.184502600900756,-0.07203672124544847,0.7657564173832634,0.7525885417606916
2006,Bland County,0.8771878793902144,-0.06702191915638905,0.706239141872727,0.6921448682940496
2006,Botetourt County,0.7600449009652875,0.5769139590947349,0.681363482195181,0.7919893822267601
2006,Bristol City,0.8941375759959461,-0.16019453536127237,0.7097432844446244,0.6756699485977691
2006,Brunswick County,0.7775833098086486,0.48050518706569,0.6851590282973697,0.7786968776638614
2006,Buchanan County,0.8994017502522581,-0.18913174285407008,0.7108265466045331,0.6704608188284279
2006,Buckingham County,0.8657699800113592,-0.0042576360286035175,0.7038647571762084,0.7029765294716674
2006,Buena Vista City,0.8403853512601883,0.1352818688459505,0.6985463692243317,0.726247652647052
2006,Campbell County,0.8524930036733505,0.06872600783902827,0.701089845258437,0.7152904225747722
2006,Caroline County,1.219053216815249,-0.34342585452383656,0.7718968902562106,0.7059152843786084
2006,Carroll County,1.3940352416587485,-0.7227582303842303,0.8012356651750566,0.661789044390964
2006,Charles City County,0.7539773953447823,0.6102670854446897,0.6800447353742566,0.7964486711201089
2006,Charlotte County,0.7402264286568353,0.6858562580101846,0.6770453679669944,0.8062902190812258
2006,Charlottesville City,1.0215179583039904,0.41992353773985497,0.7352681738608676,0.8086777761098868
2006,Chesapeake City,1.2597711496828274,0.5101028842545339,0.7789867099565533,0.8544420052543373
2006,Chesterfield County,0.6545926529730544,0.7226597290839532,0.6580446589538466,0.7985493582315656
2006,Clarke County,0.7825803350968875,0.5374017769817987,0.686235968601364,0.7891787304228997
2006,Colonial Beach,0.9761122166156786,-0.6108097827407456,0.7263361143852246,0.5903233950453711
2006,Colonial Heights City,0.8490226521025243,0.08780255784998456,0.7003620812675001,0.7184579187694954
2006,Covington City,0.9764744532111845,-0.6128010001692213,0.726408110960915,0.5899293816909638
2006,Craig County,1.0054140844971,-0.7718823820744399,0.7321217196944988,0.558119028654783
