School Year,Division Number,Division Name,Subject,Test Level,Test Source,Test,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2006-2007,58,Mecklenburg County,Mathematics,Grade 3,SOL,Mathematics,182,144,17,326,343,53.06,41.98,4.96,95.04,501
2006-2007,59,Middlesex County,Mathematics,Grade 3,SOL,Mathematics,24,44,14,68,82,29.27,53.66,17.07,82.93,470
2006-2007,60,Montgomery County,Mathematics,Grade 3,SOL,Mathematics,338,261,107,599,706,47.88,36.97,15.16,84.84,486
2006-2007,62,Nelson County,Mathematics,Grade 3,SOL,Mathematics,65,73,25,138,163,39.88,44.79,15.34,84.66,479
2006-2007,63,New Kent County,Mathematics,Grade 3,SOL,Mathematics,62,97,24,159,183,33.88,53.01,13.11,86.89,478
2006-2007,117,Newport News City,Mathematics,Grade 3,SOL,Mathematics,875,928,304,"1,803","2,107",41.53,44.04,14.43,85.57,477
2006-2007,118,Norfolk City,Mathematics,Grade 3,SOL,Mathematics,992,"1,223",364,"2,215","2,579",38.46,47.42,14.11,85.89,473
2006-2007,65,Northampton County,Mathematics,Grade 3,SOL,Mathematics,40,63,35,103,138,28.99,45.65,25.36,74.64,454
2006-2007,66,Northumberland County,Mathematics,Grade 3,SOL,Mathematics,52,34,8,86,94,55.32,36.17,8.51,91.49,503
2006-2007,119,Norton City,Mathematics,Grade 3,SOL,Mathematics,18,23,4,41,45,40,51.11,8.89,91.11,488
2006-2007,67,Nottoway County,Mathematics,Grade 3,SOL,Mathematics,36,78,25,114,139,25.9,56.12,17.99,82.01,454
2006-2007,68,Orange County,Mathematics,Grade 3,SOL,Mathematics,123,170,64,293,357,34.45,47.62,17.93,82.07,467
2006-2007,69,Page County,Mathematics,Grade 3,SOL,Mathematics,116,106,29,222,251,46.22,42.23,11.55,88.45,491
2006-2007,70,Patrick County,Mathematics,Grade 3,SOL,Mathematics,84,94,14,178,192,43.75,48.96,7.29,92.71,489
2006-2007,120,Petersburg City,Mathematics,Grade 3,SOL,Mathematics,72,169,107,241,348,20.69,48.56,30.75,69.25,435
2006-2007,71,Pittsylvania County,Mathematics,Grade 3,SOL,Mathematics,340,268,52,608,660,51.52,40.61,7.88,92.12,495
2006-2007,142,Poquoson City,Mathematics,Grade 3,SOL,Mathematics,105,72,6,177,183,57.38,39.34,3.28,96.72,513
2006-2007,121,Portsmouth City,Mathematics,Grade 3,SOL,Mathematics,454,469,172,923,"1,095",41.46,42.83,15.71,84.29,475
2006-2007,72,Powhatan County,Mathematics,Grade 3,SOL,Mathematics,167,134,24,301,325,51.38,41.23,7.38,92.62,493
2006-2007,73,Prince Edward County,Mathematics,Grade 3,SOL,Mathematics,72,89,25,161,186,38.71,47.85,13.44,86.56,480
2006-2007,74,Prince George County,Mathematics,Grade 3,SOL,Mathematics,191,186,48,377,425,44.94,43.76,11.29,88.71,484
2006-2007,75,Prince William County,Mathematics,Grade 3,SOL,Mathematics,"2,558","2,158",518,"4,716","5,234",48.87,41.23,9.9,90.1,494
2006-2007,77,Pulaski County,Mathematics,Grade 3,SOL,Mathematics,136,145,62,281,343,39.65,42.27,18.08,81.92,474
2006-2007,122,Radford City,Mathematics,Grade 3,SOL,Mathematics,48,51,14,99,113,42.48,45.13,12.39,87.61,481
2006-2007,78,Rappahannock County,Mathematics,Grade 3,SOL,Mathematics,21,34,10,55,65,32.31,52.31,15.38,84.62,469
2006-2007,123,Richmond City,Mathematics,Grade 3,SOL,Mathematics,552,859,300,"1,411","1,711",32.26,50.2,17.53,82.47,465
2006-2007,79,Richmond County,Mathematics,Grade 3,SOL,Mathematics,34,32,8,66,74,45.95,43.24,10.81,89.19,489
2006-2007,124,Roanoke City,Mathematics,Grade 3,SOL,Mathematics,359,407,140,766,906,39.62,44.92,15.45,84.55,478
2006-2007,80,Roanoke County,Mathematics,Grade 3,SOL,Mathematics,548,468,56,"1,016","1,072",51.12,43.66,5.22,94.78,503
2006-2007,81,Rockbridge County,Mathematics,Grade 3,SOL,Mathematics,75,88,28,163,191,39.27,46.07,14.66,85.34,476
2006-2007,82,Rockingham County,Mathematics,Grade 3,SOL,Mathematics,436,312,58,748,806,54.09,38.71,7.2,92.8,500
2006-2007,83,Russell County,Mathematics,Grade 3,SOL,Mathematics,174,92,19,266,285,61.05,32.28,6.67,93.33,509
2006-2007,139,Salem City,Mathematics,Grade 3,SOL,Mathematics,147,111,21,258,279,52.69,39.78,7.53,92.47,501
2006-2007,84,Scott County,Mathematics,Grade 3,SOL,Mathematics,173,99,8,272,280,61.79,35.36,2.86,97.14,516
2006-2007,85,Shenandoah County,Mathematics,Grade 3,SOL,Mathematics,231,166,33,397,430,53.72,38.6,7.67,92.33,504
2006-2007,86,Smyth County,Mathematics,Grade 3,SOL,Mathematics,144,157,60,301,361,39.89,43.49,16.62,83.38,473
2006-2007,87,Southampton County,Mathematics,Grade 3,SOL,Mathematics,79,85,21,164,185,42.7,45.95,11.35,88.65,480
2006-2007,88,Spotsylvania County,Mathematics,Grade 3,SOL,Mathematics,836,704,235,"1,540","1,775",47.1,39.66,13.24,86.76,485
2006-2007,89,Stafford County,Mathematics,Grade 3,SOL,Mathematics,831,765,297,"1,596","1,893",43.9,40.41,15.69,84.31,479
2006-2007,126,Staunton City,Mathematics,Grade 3,SOL,Mathematics,98,79,23,177,200,49,39.5,11.5,88.5,483
2006-2007,127,Suffolk City,Mathematics,Grade 3,SOL,Mathematics,430,505,128,935,"1,063",40.45,47.51,12.04,87.96,484
2006-2007,90,Surry County,Mathematics,Grade 3,SOL,Mathematics,23,40,6,63,69,33.33,57.97,8.7,91.3,474
2006-2007,91,Sussex County,Mathematics,Grade 3,SOL,Mathematics,21,43,14,64,78,26.92,55.13,17.95,82.05,462
2006-2007,92,Tazewell County,Mathematics,Grade 3,SOL,Mathematics,299,204,30,503,533,56.1,38.27,5.63,94.37,506
2006-2007,128,Virginia Beach City,Mathematics,Grade 3,SOL,Mathematics,"2,580","2,121",473,"4,701","5,174",49.86,40.99,9.14,90.86,493
2006-2007,93,Warren County,Mathematics,Grade 3,SOL,Mathematics,163,188,52,351,403,40.45,46.65,12.9,87.1,485
2006-2007,94,Washington County,Mathematics,Grade 3,SOL,Mathematics,240,212,44,452,496,48.39,42.74,8.87,91.13,493
2006-2007,130,Waynesboro City,Mathematics,Grade 3,SOL,Mathematics,102,93,27,195,222,45.95,41.89,12.16,87.84,491
2006-2007,207,West Point,Mathematics,Grade 3,SOL,Mathematics,31,20,7,51,58,53.45,34.48,12.07,87.93,506
2006-2007,95,Westmoreland County,Mathematics,Grade 3,SOL,Mathematics,44,67,24,111,135,32.59,49.63,17.78,82.22,466
2006-2007,131,Williamsburg-James City County,Mathematics,Grade 3,SOL,Mathematics,336,290,68,626,694,48.41,41.79,9.8,90.2,491
2006-2007,132,Winchester City,Mathematics,Grade 3,SOL,Mathematics,123,119,28,242,270,45.56,44.07,10.37,89.63,487
2006-2007,96,Wise County,Mathematics,Grade 3,SOL,Mathematics,259,198,50,457,507,51.08,39.05,9.86,90.14,494
2006-2007,97,Wythe County,Mathematics,Grade 3,SOL,Mathematics,96,153,42,249,291,32.99,52.58,14.43,85.57,470
2006-2007,98,York County,Mathematics,Grade 3,SOL,Mathematics,509,314,38,823,861,59.12,36.47,4.41,95.59,514
2007-2008,1,Accomack County,Mathematics,Grade 3,SOL,Mathematics,130,142,51,272,323,40.25,43.96,15.79,84.21,477
2007-2008,2,Albemarle County,Mathematics,Grade 3,SOL,Mathematics,490,323,72,813,885,55.37,36.5,8.14,91.86,507
2007-2008,101,Alexandria City,Mathematics,Grade 3,SOL,Mathematics,320,355,111,675,786,40.71,45.17,14.12,85.88,477
2007-2008,3,Alleghany County,Mathematics,Grade 3,SOL,Mathematics,104,77,16,181,197,52.79,39.09,8.12,91.88,502
2007-2008,4,Amelia County,Mathematics,Grade 3,SOL,Mathematics,93,42,2,135,137,67.88,30.66,1.46,98.54,526
2007-2008,5,Amherst County,Mathematics,Grade 3,SOL,Mathematics,153,164,44,317,361,42.38,45.43,12.19,87.81,487
2007-2008,6,Appomattox County,Mathematics,Grade 3,SOL,Mathematics,98,64,16,162,178,55.06,35.96,8.99,91.01,505
2007-2008,7,Arlington County,Mathematics,Grade 3,SOL,Mathematics,808,456,146,"1,264","1,410",57.3,32.34,10.35,89.65,505
2007-2008,8,Augusta County,Mathematics,Grade 3,SOL,Mathematics,389,323,66,712,778,50,41.52,8.48,91.52,493
2007-2008,9,Bath County,Mathematics,Grade 3,SOL,Mathematics,30,21,2,51,53,56.6,39.62,3.77,96.23,503
2007-2008,10,Bedford County,Mathematics,Grade 3,SOL,Mathematics,368,295,93,663,756,48.68,39.02,12.3,87.7,491
2007-2008,11,Bland County,Mathematics,Grade 3,SOL,Mathematics,30,25,8,55,63,47.62,39.68,12.7,87.3,489
2007-2008,12,Botetourt County,Mathematics,Grade 3,SOL,Mathematics,235,98,7,333,340,69.12,28.82,2.06,97.94,530
2007-2008,102,Bristol City,Mathematics,Grade 3,SOL,Mathematics,75,88,16,163,179,41.9,49.16,8.94,91.06,488
2007-2008,13,Brunswick County,Mathematics,Grade 3,SOL,Mathematics,54,86,31,140,171,31.58,50.29,18.13,81.87,465
2007-2008,14,Buchanan County,Mathematics,Grade 3,SOL,Mathematics,93,114,7,207,214,43.46,53.27,3.27,96.73,498
2007-2008,15,Buckingham County,Mathematics,Grade 3,SOL,Mathematics,69,51,9,120,129,53.49,39.53,6.98,93.02,497
2007-2008,103,Buena Vista City,Mathematics,Grade 3,SOL,Mathematics,25,52,16,77,93,26.88,55.91,17.2,82.8,452
2007-2008,16,Campbell County,Mathematics,Grade 3,SOL,Mathematics,311,218,47,529,576,53.99,37.85,8.16,91.84,497
2007-2008,17,Caroline County,Mathematics,Grade 3,SOL,Mathematics,133,128,49,261,310,42.9,41.29,15.81,84.19,482
2007-2008,18,Carroll County,Mathematics,Grade 3,SOL,Mathematics,142,136,30,278,308,46.1,44.16,9.74,90.26,494
2007-2008,19,Charles City County,Mathematics,Grade 3,SOL,Mathematics,16,26,8,42,50,32,52,16,84,464
