School Year,Division Number,Division Name,Subject,Test Level,Test Source,Test,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2008-2009,41,Halifax County,Mathematics,Grade 3,SOL,Mathematics,214,147,30,361,391,54.73,37.6,7.67,92.33,500
2008-2009,112,Hampton City,Mathematics,Grade 3,SOL,Mathematics,427,816,243,"1,243","1,486",28.73,54.91,16.35,83.65,468
2008-2009,42,Hanover County,Mathematics,Grade 3,SOL,Mathematics,730,531,64,"1,261","1,325",55.09,40.08,4.83,95.17,514
2008-2009,113,Harrisonburg City,Mathematics,Grade 3,SOL,Mathematics,145,148,33,293,326,44.48,45.4,10.12,89.88,483
2008-2009,43,Henrico County,Mathematics,Grade 3,SOL,Mathematics,"1,684","1,563",335,"3,247","3,582",47.01,43.63,9.35,90.65,500
2008-2009,44,Henry County,Mathematics,Grade 3,SOL,Mathematics,262,241,43,503,546,47.99,44.14,7.88,92.12,493
2008-2009,45,Highland County,Mathematics,Grade 3,SOL,Mathematics,7,8,2,15,17,41.18,47.06,11.76,88.24,499
2008-2009,114,Hopewell City,Mathematics,Grade 3,SOL,Mathematics,46,173,53,219,272,16.91,63.6,19.49,80.51,449
2008-2009,46,Isle of Wight County,Mathematics,Grade 3,SOL,Mathematics,155,175,43,330,373,41.55,46.92,11.53,88.47,486
2008-2009,48,King George County,Mathematics,Grade 3,SOL,Mathematics,132,137,34,269,303,43.56,45.21,11.22,88.78,491
2008-2009,50,King William County,Mathematics,Grade 3,SOL,Mathematics,106,57,18,163,181,58.56,31.49,9.94,90.06,501
2008-2009,49,King and Queen County,Mathematics,Grade 3,SOL,Mathematics,32,20,1,52,53,60.38,37.74,1.89,98.11,510
2008-2009,51,Lancaster County,Mathematics,Grade 3,SOL,Mathematics,34,38,10,72,82,41.46,46.34,12.2,87.8,483
2008-2009,52,Lee County,Mathematics,Grade 3,SOL,Mathematics,165,70,6,235,241,68.46,29.05,2.49,97.51,525
2008-2009,137,Lexington City,Mathematics,Grade 3,SOL,Mathematics,30,15,1,45,46,65.22,32.61,2.17,97.83,520
2008-2009,53,Loudoun County,Mathematics,Grade 3,SOL,Mathematics,"2,903","1,480",334,"4,383","4,717",61.54,31.38,7.08,92.92,510
2008-2009,54,Louisa County,Mathematics,Grade 3,SOL,Mathematics,145,149,38,294,332,43.67,44.88,11.45,88.55,483
2008-2009,55,Lunenburg County,Mathematics,Grade 3,SOL,Mathematics,58,29,16,87,103,56.31,28.16,15.53,84.47,497
2008-2009,115,Lynchburg City,Mathematics,Grade 3,SOL,Mathematics,321,252,56,573,629,51.03,40.06,8.9,91.1,497
2008-2009,56,Madison County,Mathematics,Grade 3,SOL,Mathematics,51,55,19,106,125,40.8,44,15.2,84.8,472
2008-2009,143,Manassas City,Mathematics,Grade 3,SOL,Mathematics,144,213,102,357,459,31.37,46.41,22.22,77.78,467
2008-2009,144,Manassas Park City,Mathematics,Grade 3,SOL,Mathematics,93,82,20,175,195,47.69,42.05,10.26,89.74,490
2008-2009,116,Martinsville City,Mathematics,Grade 3,SOL,Mathematics,109,67,11,176,187,58.29,35.83,5.88,94.12,511
2008-2009,57,Mathews County,Mathematics,Grade 3,SOL,Mathematics,25,50,5,75,80,31.25,62.5,6.25,93.75,489
2008-2009,58,Mecklenburg County,Mathematics,Grade 3,SOL,Mathematics,160,157,24,317,341,46.92,46.04,7.04,92.96,496
2008-2009,59,Middlesex County,Mathematics,Grade 3,SOL,Mathematics,56,25,8,81,89,62.92,28.09,8.99,91.01,508
2008-2009,60,Montgomery County,Mathematics,Grade 3,SOL,Mathematics,419,255,77,674,751,55.79,33.95,10.25,89.75,500
2008-2009,62,Nelson County,Mathematics,Grade 3,SOL,Mathematics,55,75,7,130,137,40.15,54.74,5.11,94.89,481
2008-2009,63,New Kent County,Mathematics,Grade 3,SOL,Mathematics,51,112,29,163,192,26.56,58.33,15.1,84.9,470
2008-2009,117,Newport News City,Mathematics,Grade 3,SOL,Mathematics,730,"1,211",337,"1,941","2,278",32.05,53.16,14.79,85.21,474
2008-2009,118,Norfolk City,Mathematics,Grade 3,SOL,Mathematics,774,"1,342",384,"2,116","2,500",30.96,53.68,15.36,84.64,472
2008-2009,65,Northampton County,Mathematics,Grade 3,SOL,Mathematics,35,75,29,110,139,25.18,53.96,20.86,79.14,451
2008-2009,66,Northumberland County,Mathematics,Grade 3,SOL,Mathematics,69,28,3,97,100,69,28,3,97,518
2008-2009,119,Norton City,Mathematics,Grade 3,SOL,Mathematics,21,32,2,53,55,38.18,58.18,3.64,96.36,491
2008-2009,67,Nottoway County,Mathematics,Grade 3,SOL,Mathematics,56,87,14,143,157,35.67,55.41,8.92,91.08,479
2008-2009,68,Orange County,Mathematics,Grade 3,SOL,Mathematics,158,146,67,304,371,42.59,39.35,18.06,81.94,473
2008-2009,69,Page County,Mathematics,Grade 3,SOL,Mathematics,98,124,33,222,255,38.43,48.63,12.94,87.06,482
2008-2009,70,Patrick County,Mathematics,Grade 3,SOL,Mathematics,120,55,10,175,185,64.86,29.73,5.41,94.59,517
2008-2009,120,Petersburg City,Mathematics,Grade 3,SOL,Mathematics,71,172,81,243,324,21.91,53.09,25,75,451
2008-2009,71,Pittsylvania County,Mathematics,Grade 3,SOL,Mathematics,341,281,50,622,672,50.74,41.82,7.44,92.56,496
2008-2009,142,Poquoson City,Mathematics,Grade 3,SOL,Mathematics,50,74,16,124,140,35.71,52.86,11.43,88.57,481
2008-2009,121,Portsmouth City,Mathematics,Grade 3,SOL,Mathematics,480,477,139,957,"1,096",43.8,43.52,12.68,87.32,482
2008-2009,72,Powhatan County,Mathematics,Grade 3,SOL,Mathematics,128,174,34,302,336,38.1,51.79,10.12,89.88,489
2008-2009,73,Prince Edward County,Mathematics,Grade 3,SOL,Mathematics,69,83,26,152,178,38.76,46.63,14.61,85.39,481
2008-2009,74,Prince George County,Mathematics,Grade 3,SOL,Mathematics,134,258,67,392,459,29.19,56.21,14.6,85.4,472
2008-2009,75,Prince William County,Mathematics,Grade 3,SOL,Mathematics,"2,680","2,352",569,"5,032","5,601",47.85,41.99,10.16,89.84,490
2008-2009,77,Pulaski County,Mathematics,Grade 3,SOL,Mathematics,176,165,44,341,385,45.71,42.86,11.43,88.57,488
2008-2009,122,Radford City,Mathematics,Grade 3,SOL,Mathematics,67,33,4,100,104,64.42,31.73,3.85,96.15,513
2008-2009,78,Rappahannock County,Mathematics,Grade 3,SOL,Mathematics,13,41,14,54,68,19.12,60.29,20.59,79.41,454
2008-2009,123,Richmond City,Mathematics,Grade 3,SOL,Mathematics,480,848,272,"1,328","1,600",30,53,17,83,469
2008-2009,79,Richmond County,Mathematics,Grade 3,SOL,Mathematics,25,46,14,71,85,29.41,54.12,16.47,83.53,474
2008-2009,124,Roanoke City,Mathematics,Grade 3,SOL,Mathematics,328,479,177,807,984,33.33,48.68,17.99,82.01,470
2008-2009,80,Roanoke County,Mathematics,Grade 3,SOL,Mathematics,586,398,60,984,"1,044",56.13,38.12,5.75,94.25,502
2008-2009,81,Rockbridge County,Mathematics,Grade 3,SOL,Mathematics,85,79,28,164,192,44.27,41.15,14.58,85.42,483
2008-2009,82,Rockingham County,Mathematics,Grade 3,SOL,Mathematics,454,349,63,803,866,52.42,40.3,7.27,92.73,499
2008-2009,83,Russell County,Mathematics,Grade 3,SOL,Mathematics,221,65,3,286,289,76.47,22.49,1.04,98.96,536
2008-2009,139,Salem City,Mathematics,Grade 3,SOL,Mathematics,193,76,10,269,279,69.18,27.24,3.58,96.42,529
2008-2009,84,Scott County,Mathematics,Grade 3,SOL,Mathematics,233,60,5,293,298,78.19,20.13,1.68,98.32,538
2008-2009,85,Shenandoah County,Mathematics,Grade 3,SOL,Mathematics,162,219,61,381,442,36.65,49.55,13.8,86.2,480
2008-2009,86,Smyth County,Mathematics,Grade 3,SOL,Mathematics,172,129,44,301,345,49.86,37.39,12.75,87.25,491
2008-2009,87,Southampton County,Mathematics,Grade 3,SOL,Mathematics,63,63,40,126,166,37.95,37.95,24.1,75.9,462
2008-2009,88,Spotsylvania County,Mathematics,Grade 3,SOL,Mathematics,953,682,121,"1,635","1,756",54.27,38.84,6.89,93.11,500
2008-2009,89,Stafford County,Mathematics,Grade 3,SOL,Mathematics,830,798,228,"1,628","1,856",44.72,43,12.28,87.72,488
2008-2009,126,Staunton City,Mathematics,Grade 3,SOL,Mathematics,105,70,20,175,195,53.85,35.9,10.26,89.74,491
2008-2009,127,Suffolk City,Mathematics,Grade 3,SOL,Mathematics,283,544,163,827,990,28.59,54.95,16.46,83.54,468
2008-2009,90,Surry County,Mathematics,Grade 3,SOL,Mathematics,16,41,19,57,76,21.05,53.95,25,75,450
2008-2009,91,Sussex County,Mathematics,Grade 3,SOL,Mathematics,21,35,30,56,86,24.42,40.7,34.88,65.12,437
2008-2009,92,Tazewell County,Mathematics,Grade 3,SOL,Mathematics,265,165,22,430,452,58.63,36.5,4.87,95.13,512
2008-2009,128,Virginia Beach City,Mathematics,Grade 3,SOL,Mathematics,"2,247","2,363",608,"4,610","5,218",43.06,45.29,11.65,88.35,482
2008-2009,93,Warren County,Mathematics,Grade 3,SOL,Mathematics,169,175,54,344,398,42.46,43.97,13.57,86.43,485
2008-2009,94,Washington County,Mathematics,Grade 3,SOL,Mathematics,314,189,29,503,532,59.02,35.53,5.45,94.55,511
2008-2009,130,Waynesboro City,Mathematics,Grade 3,SOL,Mathematics,117,99,20,216,236,49.58,41.95,8.47,91.53,491
2008-2009,207,West Point,Mathematics,Grade 3,SOL,Mathematics,22,28,4,50,54,40.74,51.85,7.41,92.59,492
2008-2009,95,Westmoreland County,Mathematics,Grade 3,SOL,Mathematics,29,72,34,101,135,21.48,53.33,25.19,74.81,451
2008-2009,131,Williamsburg-James City County,Mathematics,Grade 3,SOL,Mathematics,436,278,38,714,752,57.98,36.97,5.05,94.95,507
2008-2009,132,Winchester City,Mathematics,Grade 3,SOL,Mathematics,131,108,23,239,262,50,41.22,8.78,91.22,496
2008-2009,96,Wise County,Mathematics,Grade 3,SOL,Mathematics,244,200,21,444,465,52.47,43.01,4.52,95.48,509
2008-2009,97,Wythe County,Mathematics,Grade 3,SOL,Mathematics,115,177,44,292,336,34.23,52.68,13.1,86.9,480
2008-2009,98,York County,Mathematics,Grade 3,SOL,Mathematics,463,423,46,886,932,49.68,45.39,4.94,95.06,507
2009-2010,1,Accomack County,Mathematics,Grade 3,SOL,Mathematics,199,121,21,320,341,58.36,35.48,6.16,93.84,505
2009-2010,2,Albemarle County,Mathematics,Grade 3,SOL,Mathematics,554,335,61,889,950,58.32,35.26,6.42,93.58,509
2009-2010,101,Alexandria City,Mathematics,Grade 3,SOL,Mathematics,427,393,110,820,930,45.91,42.26,11.83,88.17,488
2009-2010,3,Alleghany County,Mathematics,Grade 3,SOL,Mathematics,94,89,18,183,201,46.77,44.28,8.96,91.04,494
2009-2010,4,Amelia County,Mathematics,Grade 3,SOL,Mathematics,51,90,9,141,150,34,60,6,94,487
2009-2010,5,Amherst County,Mathematics,Grade 3,SOL,Mathematics,160,130,19,290,309,51.78,42.07,6.15,93.85,497
2009-2010,6,Appomattox County,Mathematics,Grade 3,SOL,Mathematics,80,63,10,143,153,52.29,41.18,6.54,93.46,500
2009-2010,7,Arlington County,Mathematics,Grade 3,SOL,Mathematics,947,563,80,"1,510","1,590",59.56,35.41,5.03,94.97,516
2009-2010,8,Augusta County,Mathematics,Grade 3,SOL,Mathematics,408,296,63,704,767,53.19,38.59,8.21,91.79,497
2009-2010,9,Bath County,Mathematics,Grade 3,SOL,Mathematics,20,18,4,38,42,47.62,42.86,9.52,90.48,500
2009-2010,10,Bedford County,Mathematics,Grade 3,SOL,Mathematics,336,343,95,679,774,43.41,44.32,12.27,87.73,485
2009-2010,11,Bland County,Mathematics,Grade 3,SOL,Mathematics,27,41,6,68,74,36.49,55.41,8.11,91.89,479
2009-2010,12,Botetourt County,Mathematics,Grade 3,SOL,Mathematics,202,146,4,348,352,57.39,41.48,1.14,98.86,513
2009-2010,102,Bristol City,Mathematics,Grade 3,SOL,Mathematics,79,86,13,165,178,44.38,48.31,7.3,92.7,494
2009-2010,13,Brunswick County,Mathematics,Grade 3,SOL,Mathematics,42,75,21,117,138,30.43,54.35,15.22,84.78,469
2009-2010,14,Buchanan County,Mathematics,Grade 3,SOL,Mathematics,101,93,32,194,226,44.69,41.15,14.16,85.84,492
2009-2010,15,Buckingham County,Mathematics,Grade 3,SOL,Mathematics,58,54,6,112,118,49.15,45.76,5.08,94.92,500
2009-2010,103,Buena Vista City,Mathematics,Grade 3,SOL,Mathematics,33,62,10,95,105,31.43,59.05,9.52,90.48,477
2009-2010,16,Campbell County,Mathematics,Grade 3,SOL,Mathematics,262,289,34,551,585,44.79,49.4,5.81,94.19,498
2009-2010,17,Caroline County,Mathematics,Grade 3,SOL,Mathematics,149,149,26,298,324,45.99,45.99,8.02,91.98,494
2009-2010,18,Carroll County,Mathematics,Grade 3,SOL,Mathematics,120,156,29,276,305,39.34,51.15,9.51,90.49,482
2009-2010,19,Charles City County,Mathematics,Grade 3,SOL,Mathematics,21,19,5,40,45,46.67,42.22,11.11,88.89,490
2009-2010,20,Charlotte County,Mathematics,Grade 3,SOL,Mathematics,63,50,7,113,120,52.5,41.67,5.83,94.17,504
2009-2010,104,Charlottesville City,Mathematics,Grade 3,SOL,Mathematics,132,115,19,247,266,49.62,43.23,7.14,92.86,506
2009-2010,136,Chesapeake City,Mathematics,Grade 3,SOL,Mathematics,"1,506",943,148,"2,449","2,597",57.99,36.31,5.7,94.3,506
2009-2010,21,Chesterfield County,Mathematics,Grade 3,SOL,Mathematics,"2,602","1,492",245,"4,094","4,339",59.97,34.39,5.65,94.35,510
2009-2010,22,Clarke County,Mathematics,Grade 3,SOL,Mathematics,68,72,21,140,161,42.24,44.72,13.04,86.96,479
2009-2010,202,Colonial Beach,Mathematics,Grade 3,SOL,Mathematics,32,15,5,47,52,61.54,28.85,9.62,90.38,514
2009-2010,106,Colonial Heights City,Mathematics,Grade 3,SOL,Mathematics,103,90,11,193,204,50.49,44.12,5.39,94.61,493
2009-2010,107,Covington City,Mathematics,Grade 3,SOL,Mathematics,34,38,8,72,80,42.5,47.5,10,90,481
2009-2010,23,Craig County,Mathematics,Grade 3,SOL,Mathematics,37,22,2,59,61,60.66,36.07,3.28,96.72,513
2009-2010,24,Culpeper County,Mathematics,Grade 3,SOL,Mathematics,311,239,32,550,582,53.44,41.07,5.5,94.5,507
2009-2010,25,Cumberland County,Mathematics,Grade 3,SOL,Mathematics,50,45,15,95,110,45.45,40.91,13.64,86.36,477
2009-2010,108,Danville City,Mathematics,Grade 3,SOL,Mathematics,220,201,37,421,458,48.03,43.89,8.08,91.92,493
2009-2010,26,Dickenson County,Mathematics,Grade 3,SOL,Mathematics,72,75,14,147,161,44.72,46.58,8.7,91.3,488
2009-2010,27,Dinwiddie County,Mathematics,Grade 3,SOL,Mathematics,175,113,15,288,303,57.76,37.29,4.95,95.05,510
2009-2010,28,Essex County,Mathematics,Grade 3,SOL,Mathematics,40,78,10,118,128,31.25,60.94,7.81,92.19,479
2009-2010,29,Fairfax County,Mathematics,Grade 3,SOL,Mathematics,"6,459","4,736",896,"11,195","12,091",53.42,39.17,7.41,92.59,500
2009-2010,109,Falls Church City,Mathematics,Grade 3,SOL,Mathematics,93,43,5,136,141,65.96,30.5,3.55,96.45,525
2009-2010,30,Fauquier County,Mathematics,Grade 3,SOL,Mathematics,468,309,48,777,825,56.73,37.45,5.82,94.18,515
2009-2010,31,Floyd County,Mathematics,Grade 3,SOL,Mathematics,88,56,9,144,153,57.52,36.6,5.88,94.12,513
2009-2010,32,Fluvanna County,Mathematics,Grade 3,SOL,Mathematics,116,124,33,240,273,42.49,45.42,12.09,87.91,492
2009-2010,135,Franklin City,Mathematics,Grade 3,SOL,Mathematics,26,39,9,65,74,35.14,52.7,12.16,87.84,477
2009-2010,33,Franklin County,Mathematics,Grade 3,SOL,Mathematics,328,226,24,554,578,56.75,39.1,4.15,95.85,512
2009-2010,34,Frederick County,Mathematics,Grade 3,SOL,Mathematics,387,453,110,840,950,40.74,47.68,11.58,88.42,479
2009-2010,110,Fredericksburg City,Mathematics,Grade 3,SOL,Mathematics,91,103,26,194,220,41.36,46.82,11.82,88.18,489
2009-2010,111,Galax City,Mathematics,Grade 3,SOL,Mathematics,47,41,5,88,93,50.54,44.09,5.38,94.62,502
2009-2010,35,Giles County,Mathematics,Grade 3,SOL,Mathematics,116,84,4,200,204,56.86,41.18,1.96,98.04,512
2009-2010,36,Gloucester County,Mathematics,Grade 3,SOL,Mathematics,198,145,35,343,378,52.38,38.36,9.26,90.74,501
2009-2010,37,Goochland County,Mathematics,Grade 3,SOL,Mathematics,115,75,15,190,205,56.1,36.59,7.32,92.68,511
2009-2010,38,Grayson County,Mathematics,Grade 3,SOL,Mathematics,52,57,14,109,123,42.28,46.34,11.38,88.62,484
2009-2010,39,Greene County,Mathematics,Grade 3,SOL,Mathematics,97,107,11,204,215,45.12,49.77,5.12,94.88,499
2009-2010,40,Greensville County,Mathematics,Grade 3,SOL,Mathematics,71,107,25,178,203,34.98,52.71,12.32,87.68,481
2009-2010,41,Halifax County,Mathematics,Grade 3,SOL,Mathematics,218,135,23,353,376,57.98,35.9,6.12,93.88,511
2009-2010,112,Hampton City,Mathematics,Grade 3,SOL,Mathematics,630,679,195,"1,309","1,504",41.89,45.15,12.97,87.03,479
2009-2010,42,Hanover County,Mathematics,Grade 3,SOL,Mathematics,919,370,30,"1,289","1,319",69.67,28.05,2.27,97.73,525
2009-2010,113,Harrisonburg City,Mathematics,Grade 3,SOL,Mathematics,146,156,24,302,326,44.79,47.85,7.36,92.64,490
2009-2010,43,Henrico County,Mathematics,Grade 3,SOL,Mathematics,"2,099","1,190",218,"3,289","3,507",59.85,33.93,6.22,93.78,510
2009-2010,44,Henry County,Mathematics,Grade 3,SOL,Mathematics,307,198,20,505,525,58.48,37.71,3.81,96.19,511
2009-2010,45,Highland County,Mathematics,Grade 3,SOL,Mathematics,10,4,0,14,14,71.43,28.57,0,100,521
2009-2010,114,Hopewell City,Mathematics,Grade 3,SOL,Mathematics,77,169,38,246,284,27.11,59.51,13.38,86.62,456
2009-2010,46,Isle of Wight County,Mathematics,Grade 3,SOL,Mathematics,197,154,33,351,384,51.3,40.1,8.59,91.41,497
2009-2010,48,King George County,Mathematics,Grade 3,SOL,Mathematics,145,111,21,256,277,52.35,40.07,7.58,92.42,500
2009-2010,50,King William County,Mathematics,Grade 3,SOL,Mathematics,75,71,11,146,157,47.77,45.22,7.01,92.99,501
2009-2010,49,King and Queen County,Mathematics,Grade 3,SOL,Mathematics,29,18,1,47,48,60.42,37.5,2.08,97.92,514
2009-2010,51,Lancaster County,Mathematics,Grade 3,SOL,Mathematics,44,49,14,93,107,41.12,45.79,13.08,86.92,483
2009-2010,52,Lee County,Mathematics,Grade 3,SOL,Mathematics,133,121,20,254,274,48.54,44.16,7.3,92.7,501
2009-2010,137,Lexington City,Mathematics,Grade 3,SOL,Mathematics,40,19,3,59,62,64.52,30.65,4.84,95.16,518
2009-2010,53,Loudoun County,Mathematics,Grade 3,SOL,Mathematics,"3,017","1,519",339,"4,536","4,875",61.89,31.16,6.95,93.05,511
2009-2010,54,Louisa County,Mathematics,Grade 3,SOL,Mathematics,177,130,34,307,341,51.91,38.12,9.97,90.03,490
2009-2010,55,Lunenburg County,Mathematics,Grade 3,SOL,Mathematics,67,55,5,122,127,52.76,43.31,3.94,96.06,504
2009-2010,115,Lynchburg City,Mathematics,Grade 3,SOL,Mathematics,276,276,52,552,604,45.7,45.7,8.61,91.39,497
2009-2010,56,Madison County,Mathematics,Grade 3,SOL,Mathematics,47,67,15,114,129,36.43,51.94,11.63,88.37,479
2009-2010,143,Manassas City,Mathematics,Grade 3,SOL,Mathematics,192,241,66,433,499,38.48,48.3,13.23,86.77,481
2009-2010,144,Manassas Park City,Mathematics,Grade 3,SOL,Mathematics,107,123,19,230,249,42.97,49.4,7.63,92.37,497
2009-2010,116,Martinsville City,Mathematics,Grade 3,SOL,Mathematics,102,50,6,152,158,64.56,31.65,3.8,96.2,517
2009-2010,57,Mathews County,Mathematics,Grade 3,SOL,Mathematics,33,52,6,85,91,36.26,57.14,6.59,93.41,484
2009-2010,58,Mecklenburg County,Mathematics,Grade 3,SOL,Mathematics,173,147,14,320,334,51.8,44.01,4.19,95.81,506
2009-2010,59,Middlesex County,Mathematics,Grade 3,SOL,Mathematics,60,32,6,92,98,61.22,32.65,6.12,93.88,521
2009-2010,60,Montgomery County,Mathematics,Grade 3,SOL,Mathematics,423,267,59,690,749,56.48,35.65,7.88,92.12,509
2009-2010,62,Nelson County,Mathematics,Grade 3,SOL,Mathematics,55,73,22,128,150,36.67,48.67,14.67,85.33,477
2009-2010,63,New Kent County,Mathematics,Grade 3,SOL,Mathematics,93,81,17,174,191,48.69,42.41,8.9,91.1,494
2009-2010,117,Newport News City,Mathematics,Grade 3,SOL,Mathematics,"1,060",926,227,"1,986","2,213",47.9,41.84,10.26,89.74,488
2009-2010,118,Norfolk City,Mathematics,Grade 3,SOL,Mathematics,999,"1,128",360,"2,127","2,487",40.17,45.36,14.48,85.52,475
2009-2010,65,Northampton County,Mathematics,Grade 3,SOL,Mathematics,40,78,27,118,145,27.59,53.79,18.62,81.38,464
2009-2010,66,Northumberland County,Mathematics,Grade 3,SOL,Mathematics,70,40,1,110,111,63.06,36.04,0.9,99.1,521
2009-2010,119,Norton City,Mathematics,Grade 3,SOL,Mathematics,26,31,2,57,59,44.07,52.54,3.39,96.61,505
2009-2010,67,Nottoway County,Mathematics,Grade 3,SOL,Mathematics,60,80,25,140,165,36.36,48.48,15.15,84.85,469
2009-2010,68,Orange County,Mathematics,Grade 3,SOL,Mathematics,215,109,19,324,343,62.68,31.78,5.54,94.46,514
2009-2010,69,Page County,Mathematics,Grade 3,SOL,Mathematics,134,111,25,245,270,49.63,41.11,9.26,90.74,495
2009-2010,70,Patrick County,Mathematics,Grade 3,SOL,Mathematics,114,59,2,173,175,65.14,33.71,1.14,98.86,526
2009-2010,120,Petersburg City,Mathematics,Grade 3,SOL,Mathematics,100,163,79,263,342,29.24,47.66,23.1,76.9,451
2009-2010,71,Pittsylvania County,Mathematics,Grade 3,SOL,Mathematics,375,255,31,630,661,56.73,38.58,4.69,95.31,508
2009-2010,142,Poquoson City,Mathematics,Grade 3,SOL,Mathematics,64,62,13,126,139,46.04,44.6,9.35,90.65,487
2009-2010,121,Portsmouth City,Mathematics,Grade 3,SOL,Mathematics,577,445,105,"1,022","1,127",51.2,39.49,9.32,90.68,494
2009-2010,72,Powhatan County,Mathematics,Grade 3,SOL,Mathematics,162,140,33,302,335,48.36,41.79,9.85,90.15,491
2009-2010,73,Prince Edward County,Mathematics,Grade 3,SOL,Mathematics,88,81,25,169,194,45.36,41.75,12.89,87.11,489
2009-2010,74,Prince George County,Mathematics,Grade 3,SOL,Mathematics,206,194,21,400,421,48.93,46.08,4.99,95.01,498
2009-2010,75,Prince William County,Mathematics,Grade 3,SOL,Mathematics,"3,116","2,370",376,"5,486","5,862",53.16,40.43,6.41,93.59,503
2009-2010,77,Pulaski County,Mathematics,Grade 3,SOL,Mathematics,164,155,26,319,345,47.54,44.93,7.54,92.46,503
2009-2010,122,Radford City,Mathematics,Grade 3,SOL,Mathematics,54,59,4,113,117,46.15,50.43,3.42,96.58,503
2009-2010,78,Rappahannock County,Mathematics,Grade 3,SOL,Mathematics,26,39,7,65,72,36.11,54.17,9.72,90.28,481
2009-2010,123,Richmond City,Mathematics,Grade 3,SOL,Mathematics,665,769,197,"1,434","1,631",40.77,47.15,12.08,87.92,481
2009-2010,79,Richmond County,Mathematics,Grade 3,SOL,Mathematics,32,45,14,77,91,35.16,49.45,15.38,84.62,473
2009-2010,124,Roanoke City,Mathematics,Grade 3,SOL,Mathematics,420,427,113,847,960,43.75,44.48,11.77,88.23,488
2009-2010,80,Roanoke County,Mathematics,Grade 3,SOL,Mathematics,586,352,37,938,975,60.1,36.1,3.79,96.21,511
2009-2010,81,Rockbridge County,Mathematics,Grade 3,SOL,Mathematics,85,65,20,150,170,50,38.24,11.76,88.24,502
2009-2010,82,Rockingham County,Mathematics,Grade 3,SOL,Mathematics,430,394,68,824,892,48.21,44.17,7.62,92.38,495
2009-2010,83,Russell County,Mathematics,Grade 3,SOL,Mathematics,178,84,5,262,267,66.67,31.46,1.87,98.13,530
2009-2010,139,Salem City,Mathematics,Grade 3,SOL,Mathematics,185,107,14,292,306,60.46,34.97,4.58,95.42,521
2009-2010,84,Scott County,Mathematics,Grade 3,SOL,Mathematics,197,102,9,299,308,63.96,33.12,2.92,97.08,521
2009-2010,85,Shenandoah County,Mathematics,Grade 3,SOL,Mathematics,198,180,60,378,438,45.21,41.1,13.7,86.3,485
2009-2010,86,Smyth County,Mathematics,Grade 3,SOL,Mathematics,176,154,33,330,363,48.48,42.42,9.09,90.91,500
2009-2010,87,Southampton County,Mathematics,Grade 3,SOL,Mathematics,78,104,31,182,213,36.62,48.83,14.55,85.45,473
2009-2010,88,Spotsylvania County,Mathematics,Grade 3,SOL,Mathematics,883,709,87,"1,592","1,679",52.59,42.23,5.18,94.82,505
2009-2010,89,Stafford County,Mathematics,Grade 3,SOL,Mathematics,"1,067",629,122,"1,696","1,818",58.69,34.6,6.71,93.29,508
2009-2010,126,Staunton City,Mathematics,Grade 3,SOL,Mathematics,91,87,21,178,199,45.73,43.72,10.55,89.45,486
2009-2010,127,Suffolk City,Mathematics,Grade 3,SOL,Mathematics,473,464,86,937,"1,023",46.24,45.36,8.41,91.59,489
2009-2010,90,Surry County,Mathematics,Grade 3,SOL,Mathematics,28,31,6,59,65,43.08,47.69,9.23,90.77,484
2009-2010,91,Sussex County,Mathematics,Grade 3,SOL,Mathematics,30,34,10,64,74,40.54,45.95,13.51,86.49,477
2009-2010,92,Tazewell County,Mathematics,Grade 3,SOL,Mathematics,234,193,24,427,451,51.88,42.79,5.32,94.68,506
2009-2010,128,Virginia Beach City,Mathematics,Grade 3,SOL,Mathematics,"2,454","2,234",457,"4,688","5,145",47.7,43.42,8.88,91.12,490
2009-2010,93,Warren County,Mathematics,Grade 3,SOL,Mathematics,169,170,24,339,363,46.56,46.83,6.61,93.39,497
2009-2010,94,Washington County,Mathematics,Grade 3,SOL,Mathematics,311,209,22,520,542,57.38,38.56,4.06,95.94,515
2009-2010,130,Waynesboro City,Mathematics,Grade 3,SOL,Mathematics,140,76,24,216,240,58.33,31.67,10,90,506
2009-2010,207,West Point,Mathematics,Grade 3,SOL,Mathematics,36,20,2,56,58,62.07,34.48,3.45,96.55,516
2009-2010,95,Westmoreland County,Mathematics,Grade 3,SOL,Mathematics,63,54,10,117,127,49.61,42.52,7.87,92.13,500
2009-2010,131,Williamsburg-James City County,Mathematics,Grade 3,SOL,Mathematics,428,322,35,750,785,54.52,41.02,4.46,95.54,513
2009-2010,132,Winchester City,Mathematics,Grade 3,SOL,Mathematics,131,140,26,271,297,44.11,47.14,8.75,91.25,495
2009-2010,96,Wise County,Mathematics,Grade 3,SOL,Mathematics,277,205,28,482,510,54.31,40.2,5.49,94.51,499
2009-2010,97,Wythe County,Mathematics,Grade 3,SOL,Mathematics,186,145,23,331,354,52.54,40.96,6.5,93.5,505
2009-2010,98,York County,Mathematics,Grade 3,SOL,Mathematics,519,308,24,827,851,60.99,36.19,2.82,97.18,513
2010-2011,1,Accomack County,Mathematics,Grade 3,SOL,Mathematics,219,130,18,349,367,59.67,35.42,4.9,95.1,512
