"School Year","Division Number","Division Name","Subject","Race","Gender","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","57","155","57","212","269","21.19","57.62","21.19","78.81","443"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","90","155","53","245","298","30.20","52.01","17.79","82.21","457"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","39","178","39","217","256","15.23","69.53","15.23","84.77","444"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","74","161","45","235","280","26.43","57.50","16.07","83.93","455"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","88","179","42","267","309","28.48","57.93","13.59","86.41","457"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","95","180","41","275","316","30.06","56.96","12.97","87.03","460"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","47","201","77","248","325","14.46","61.85","23.69","76.31","433"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","67","189","49","256","305","21.97","61.97","16.07","83.93","442"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","38","197","55","235","290","13.10","67.93","18.97","81.03","435"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","78","187","37","265","302","25.83","61.92","12.25","87.75","460"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","66","208","48","274","322","20.50","64.60","14.91","85.09","454"
"2021-2022","2","Albemarle County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","64","190","60","254","314","20.38","60.51","19.11","80.89","442"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","51","128","25","179","204","25.00","62.75","12.25","87.75","458"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","35","82","24","117","141","24.82","58.16","17.02","82.98","450"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","43","80","16","123","139","30.94","57.55","11.51","88.49","462"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","47","56","21","103","124","37.90","45.16","16.94","83.06","455"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","45","80","8","125","133","33.83","60.15","6.02","93.98","476"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","41","59","13","100","113","36.28","52.21","11.50","88.50","471"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","32","119","31","151","182","17.58","65.38","17.03","82.97","446"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","44","114","25","158","183","24.04","62.30","13.66","86.34","456"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","32","104","17","136","153","20.92","67.97","11.11","88.89","459"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","28","60","20","88","108","25.93","55.56","18.52","81.48","450"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","42","76","12","118","130","32.31","58.46","9.23","90.77","466"
"2021-2022","101","Alexandria City","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","32","66","16","98","114","28.07","57.89","14.04","85.96","458"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","5","35","19","40","59","8.47","59.32","32.20","67.80","413"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","6","31","19","37","56","10.71","55.36","33.93","66.07","420"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","4","29","7","33","40","10.00","72.50","17.50","82.50","436"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","4","38","13","42","55","7.27","69.09","23.64","76.36","414"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","5","43","20","48","68","7.35","63.24","29.41","70.59","413"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","3","40","12","43","55","5.45","72.73","21.82","78.18","420"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","3","29","23","32","55","5.45","52.73","41.82","58.18","401"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","3","31","22","34","56","5.36","55.36","39.29","60.71","405"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","3","49","15","52","67","4.48","73.13","22.39","77.61","426"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","1","24","25","25","50","2.00","48.00","50.00","50.00","383"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","0","47","17","47","64",".00","73.44","26.56","73.44","418"
"2021-2022","3","Alleghany County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","0","38","19","38","57",".00","66.67","33.33","66.67","395"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","3","18","14","21","35","8.57","51.43","40.00","60.00","414"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","0","23","10","23","33",".00","69.70","30.30","69.70","414"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","0","19","14","19","33",".00","57.58","42.42","57.58","404"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","9","27","10","36","46","19.57","58.70","21.74","78.26","431"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","0","28","7","28","35",".00","80.00","20.00","80.00","425"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","5","37","13","42","55","9.09","67.27","23.64","76.36","427"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","2","11","15","13","28","7.14","39.29","53.57","46.43","404"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","3","26","19","29","48","6.25","54.17","39.58","60.42","409"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","1","23","8","24","32","3.13","71.88","25.00","75.00","424"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","3","29","6","32","38","7.89","76.32","15.79","84.21","439"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","3","23","12","26","38","7.89","60.53","31.58","68.42","418"
"2021-2022","4","Amelia County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","3","26","19","29","48","6.25","54.17","39.58","60.42","409"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","8","48","36","56","92","8.70","52.17","39.13","60.87","412"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","9","54","23","63","86","10.47","62.79","26.74","73.26","428"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","5","45","25","50","75","6.67","60.00","33.33","66.67","413"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","10","51","27","61","88","11.36","57.95","30.68","69.32","429"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","5","51","39","56","95","5.26","53.68","41.05","58.95","400"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","8","61","37","69","106","7.55","57.55","34.91","65.09","417"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","9","52","45","61","106","8.49","49.06","42.45","57.55","411"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","6","47","33","53","86","6.98","54.65","38.37","61.63","415"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","2","65","38","67","105","1.90","61.90","36.19","63.81","406"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","4","58","30","62","92","4.35","63.04","32.61","67.39","406"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","3","58","27","61","88","3.41","65.91","30.68","69.32","411"
"2021-2022","5","Amherst County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","6","50","44","56","100","6.00","50.00","44.00","56.00","401"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","8","32","11","40","51","15.69","62.75","21.57","78.43","443"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","5","32","11","37","48","10.42","66.67","22.92","77.08","424"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","3","40","12","43","55","5.45","72.73","21.82","78.18","431"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","9","43","9","52","61","14.75","70.49","14.75","85.25","442"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","2","49","9","51","60","3.33","81.67","15.00","85.00","432"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","9","44","16","53","69","13.04","63.77","23.19","76.81","439"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","12","39","12","51","63","19.05","61.90","19.05","80.95","440"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","8","38","15","46","61","13.11","62.30","24.59","75.41","438"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","12","37","9","49","58","20.69","63.79","15.52","84.48","450"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","5","27","5","32","37","13.51","72.97","13.51","86.49","443"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","8","38","9","46","55","14.55","69.09","16.36","83.64","449"
"2021-2022","6","Appomattox County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","4","38","9","42","51","7.84","74.51","17.65","82.35","424"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","145","246","35","391","426","34.04","57.75","8.22","91.78","470"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","173","219","26","392","418","41.39","52.39","6.22","93.78","484"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","117","266","19","383","402","29.10","66.17","4.73","95.27","468"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","166","204","18","370","388","42.78","52.58","4.64","95.36","488"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","129","252","19","381","400","32.25","63.00","4.75","95.25","470"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","155","211","21","366","387","40.05","54.52","5.43","94.57","479"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","116","324","64","440","504","23.02","64.29","12.70","87.30","455"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","149","273","44","422","466","31.97","58.58","9.44","90.56","468"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","95","307","40","402","442","21.49","69.46","9.05","90.95","462"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","142","253","23","395","418","33.97","60.53","5.50","94.50","473"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","108","308","39","416","455","23.74","67.69","8.57","91.43","461"
"2021-2022","7","Arlington County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","110","290","34","400","434","25.35","66.82","7.83","92.17","461"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","27","159","97","186","283","9.54","56.18","34.28","65.72","419"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","36","201","71","237","308","11.69","65.26","23.05","76.95","434"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","18","217","61","235","296","6.08","73.31","20.61","79.39","427"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","30","179","87","209","296","10.14","60.47","29.39","70.61","424"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","29","190","63","219","282","10.28","67.38","22.34","77.66","434"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","42","205","54","247","301","13.95","68.11","17.94","82.06","441"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","23","153","105","176","281","8.19","54.45","37.37","62.63","414"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","28","198","94","226","320","8.75","61.88","29.38","70.63","422"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","21","175","81","196","277","7.58","63.18","29.24","70.76","419"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","30","171","102","201","303","9.90","56.44","33.66","66.34","423"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","25","198","105","223","328","7.62","60.37","32.01","67.99","421"
"2021-2022","8","Augusta County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","21","187","117","208","325","6.46","57.54","36.00","64.00","408"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","0","10","7","10","17",".00","58.82","41.18","58.82","416"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","2","6","8","8","16","12.50","37.50","50.00","50.00","418"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","0","13","10","13","23",".00","56.52","43.48","56.52","414"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","1","8","8","9","17","5.88","47.06","47.06","52.94","406"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","1","12","4","13","17","5.88","70.59","23.53","76.47","429"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","3","9","4","12","16","18.75","56.25","25.00","75.00","434"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","<","<","<","<","20","<","<",">50","<50","367"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","1","5","6","6","12","8.33","41.67","50.00","50.00","396"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","2","7","7","9","16","12.50","43.75","43.75","56.25","415"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","1","9","3","10","13","7.69","69.23","23.08","76.92","429"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","<","<","<","<","14","<","<",">50","<50","376"
"2021-2022","9","Bath County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","0","10","11","10","21",".00","47.62","52.38","47.62","396"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","30","145","65","175","240","12.50","60.42","27.08","72.92","430"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","39","152","44","191","235","16.60","64.68","18.72","81.28","439"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","41","175","41","216","257","15.95","68.09","15.95","84.05","446"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","33","150","69","183","252","13.10","59.52","27.38","72.62","434"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","18","146","70","164","234","7.69","62.39","29.91","70.09","421"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","29","151","56","180","236","12.29","63.98","23.73","76.27","431"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","28","155","74","183","257","10.89","60.31","28.79","71.21","426"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","43","168","52","211","263","16.35","63.88","19.77","80.23","442"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","28","189","55","217","272","10.29","69.49","20.22","79.78","434"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","42","151","59","193","252","16.67","59.92","23.41","76.59","438"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","38","165","92","203","295","12.88","55.93","31.19","68.81","427"
"2021-2022","10","Bedford County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","24","190","82","214","296","8.11","64.19","27.70","72.30","427"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","1","16","3","17","20","5.00","80.00","15.00","85.00","439"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","5","5","7","10","17","29.41","29.41","41.18","58.82","438"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","2","15","6","17","23","8.70","65.22","26.09","73.91","428"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","4","9","3","13","16","25.00","56.25","18.75","81.25","455"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","3","14","4","17","21","14.29","66.67","19.05","80.95","437"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","5","14","5","19","24","20.83","58.33","20.83","79.17","436"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","1","12","12","13","25","4.00","48.00","48.00","52.00","390"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","1","11","11","12","23","4.35","47.83","47.83","52.17","359"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","0","14","8","14","22",".00","63.64","36.36","63.64","393"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","3","10","8","13","21","14.29","47.62","38.10","61.90","426"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","1","15","6","16","22","4.55","68.18","27.27","72.73","416"
"2021-2022","11","Bland County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","4","19","10","23","33","12.12","57.58","30.30","69.70","431"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","25","86","12","111","123","20.33","69.92","9.76","90.24","460"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","33","76","23","109","132","25.00","57.58","17.42","82.58","447"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","16","104","16","120","136","11.76","76.47","11.76","88.24","443"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","26","99","12","125","137","18.98","72.26","8.76","91.24","459"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","18","94","26","112","138","13.04","68.12","18.84","81.16","439"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","20","106","14","126","140","14.29","75.71","10.00","90.00","448"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","15","96","19","111","130","11.54","73.85","14.62","85.38","442"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","24","97","25","121","146","16.44","66.44","17.12","82.88","448"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","17","94","24","111","135","12.59","69.63","17.78","82.22","431"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","23","89","28","112","140","16.43","63.57","20.00","80.00","438"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","13","92","31","105","136","9.56","67.65","22.79","77.21","436"
"2021-2022","12","Botetourt County","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","18","83","23","101","124","14.52","66.94","18.55","81.45","437"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","6","38","16","44","60","10.00","63.33","26.67","73.33","419"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","5","40","18","45","63","7.94","63.49","28.57","71.43","412"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","4","34","15","38","53","7.55","64.15","28.30","71.70","406"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","9","37","13","46","59","15.25","62.71","22.03","77.97","438"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","3","32","15","35","50","6.00","64.00","30.00","70.00","410"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","6","37","17","43","60","10.00","61.67","28.33","71.67","418"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 3","SOL","English Reading","8","28","15","36","51","15.69","54.90","29.41","70.59","428"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 4","SOL","English Reading","9","34","17","43","60","15.00","56.67","28.33","71.67","428"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 5","SOL","English Reading","5","32","23","37","60","8.33","53.33","38.33","61.67","386"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 6","SOL","English Reading","5","41","16","46","62","8.06","66.13","25.81","74.19","419"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 7","SOL","English Reading","5","35","22","40","62","8.06","56.45","35.48","64.52","405"
"2021-2022","102","Bristol City","English:Reading","White, not of Hispanic origin","M","Grade 8","SOL","English Reading","2","43","20","45","65","3.08","66.15","30.77","69.23","419"
"2021-2022","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","364"
"2021-2022","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","338"
"2021-2022","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","368"
"2021-2022","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50"," "
"2021-2022","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","397"
"2021-2022","13","Brunswick County","English:Reading","White, not of Hispanic origin","F","Grade 8","SOL","English Reading","0","8","5","8","13",".00","61.54","38.46","61.54","409"
