test_year,division_name,intercept,level,black,white
2006,Accomack County,0.9353646482168201,1.2483314513960533,0.7181623877397622,0.8987758312193953
2006,Albemarle County,0.9541433298258695,1.4978075803865014,0.7219476712386487,0.9207040001032489
2006,Alexandria City,1.0754608848127423,1.5499610731976516,0.7456340372420756,0.9324798806717962
2006,Alleghany County,1.2955171614339211,0.9105801017965327,0.7850795619573595,0.9007957124675973
2006,Amelia County,1.006458159932124,0.7685973337149232,0.7323264336227971,0.8550852451134688
2006,Amherst County,0.9654408525858349,0.9884464264490106,0.7242098309392464,0.8758698917637063
2006,Appomattox County,0.8477812295184454,1.123766622212455,0.7001014977034132,0.8777772705450316
2006,Arlington County,1.0177226837904685,2.106951840575171,0.734528768570504,0.9578991481385724
2006,Augusta County,1.0816537680618703,0.4961319759735934,0.7468068159944679,0.8288906967080372
2006,Bath County,0.8477621817501733,0.9451411395508017,0.7000974984303512,0.857282863451544
2006,Bedford County,0.5644797643127288,1.1644686137960873,0.6374884363531356,0.8492778568550099
2006,Bland County,0.7769800978367623,0.8442550616424206,0.6850288912115834,0.8349654029626
2006,Botetourt County,1.193111618624234,1.1125531560625088,0.7672971127776987,0.9093451077809064
2006,Bristol City,0.8045887549661769,0.6661394134222953,0.6909552036476668,0.813168038810223
2006,Brunswick County,0.8593205856719972,1.1009564728130676,0.7025186856778708,0.8765629333895444
2006,Buchanan County,0.6330222325045404,0.6390711561327409,0.6531744280436337,0.7811008909130452
2006,Buckingham County,0.8919544711893954,0.9175670236445703,0.7092933420791869,0.8593040326441334
2006,Buena Vista City,0.9014269314338703,1.021629790607536,0.711242649183295,0.8724789103183033
2006,Campbell County,0.893080885135141,0.758715110098066,0.7095255496959293,0.8391336365939606
2006,Caroline County,0.872326996903539,0.7586140430544945,0.7052296668484396,0.8362985110378626
2006,Carroll County,0.7148247802055944,0.7556647592628767,0.6714663820263245,0.8131317822162306
2006,Charles City County,0.6342259579109814,0.6807735441771647,0.6534470667997194,0.788348550928972
2006,Charlotte County,1.98065477554574,0.8300041305817709,0.878750944254491,0.9432491008938497
2006,Charlottesville City,0.25002923246854025,1.5430904200536888,0.5621836959795502,0.857309329304816
2006,Chesapeake City,1.076697503754434,1.1977592833339563,0.745868507986086,0.9067393512985679
2006,Chesterfield County,1.3182652240070247,1.0778021570124852,0.78889294021255,0.9165269296568562
2006,Clarke County,0.7520841525078472,1.0910432844088882,0.6796326558851107,0.8633181641999733
2006,Colonial Beach,0.7146440726714501,0.6312919602358757,0.6714265168393065,0.7934644250911981
2006,Colonial Heights City,1.0186512916160635,0.8183647197815529,0.7347098041805545,0.862595413990015
2006,Covington City,0.8297246348767624,0.6246037266611617,0.6962967021685631,0.810663679372817
2006,Craig County,0.7407790703779795,0.7926575460756586,0.6771661939830778,0.8225085759089078
2006,Culpeper County,0.7766979892118523,1.1133552756822165,0.6849680190619334,0.8687616036712508
2006,Cumberland County,0.5286783175808076,1.1488182372041218,0.629174797807892,0.8425727490623297
2006,Danville City,0.9964845290915608,1.2601737608209689,0.7303668339206622,0.9052233201425394
2006,Dickenson County,0.6845917581369486,0.7125734732873674,0.6647627585070909,0.8017336682308562
2006,Dinwiddie County,1.214059126672932,0.7166426829018157,0.7710163766121398,0.8733270792337414
2006,Essex County,0.5338462169680083,1.1398957415615525,0.6303797333706895,0.8420740839200893
2006,Fairfax County,1.064933296473435,1.7570154623832988,0.743632175378286,0.943850433771124
2006,Falls Church City,1.170745112996646,1.4054904167021192,0.7632796719948927,0.9293163899852855
2006,Fauquier County,0.6009196998279274,1.2542486822797012,0.6458666908544048,0.8647327890252479
2006,Floyd County,0.9723628794156531,1.1227351717848784,0.7255902191681465,0.8904258215878783
2006,Fluvanna County,0.781006149606879,0.9795685792430018,0.6858969216918785,0.8532816263160604
2006,Franklin City,0.4988493892578673,1.695063996864129,0.6221888953307588,0.8997015978367111
2006,Franklin County,1.4436495544957513,1.036605646099904,0.8090191697395849,0.9227459920114354
2006,Frederick County,1.0883919482407975,0.6497279710905541,0.7480787940484906,0.8504481028058991
2006,Fredericksburg City,0.6654379694652148,1.464352030924812,0.6604808928305632,0.8937650707060729
2006,Galax City,0.9684924255284528,1.104428711933601,0.7248189042595786,0.8882432635158013
2006,Giles County,0.7589965411672136,0.8186230033739039,0.6811358323801178,0.8288671231940672
2006,Gloucester County,1.1513424083574386,0.9109276536343645,0.7597560278919562,0.8871815811734133
2006,Goochland County,1.5102898701678988,1.3921151719424976,0.8191041616181405,0.9479651987621605
2006,Grayson County,0.6203857782849911,0.6210603512175685,0.650306282736473,0.7758156337258111
2006,Greene County,0.5204171934765707,0.9978071819987878,0.6272453149253688,0.8202768620238423
2006,Greensville County,0.6689923694232195,1.0964032792823992,0.6612774971554499,0.8538841400270277
2006,Halifax County,0.8187801156701764,1.0795405187487679,0.6939773311847227,0.869701336507569
2006,Hampton City,0.9801015181775761,1.134792117420032,0.7271283593021265,0.8923423558715803
2006,Hanover County,0.9427674305707048,1.3162826077668812,0.7196583263941425,0.9054283191711758
2006,Harrisonburg City,0.9894390859012236,1.0380314373438573,0.7289771170769136,0.8836512703841842
2006,Henrico County,0.9998821840646185,1.4614916947562744,0.7310354139806127,0.9213892320332189
2006,Henry County,0.8962444703136593,0.8468806019114206,0.7101771291327974,0.8510835728481705
2006,Highland County,0.8180828401059896,0.9028390172079883,0.6938292287985961,0.8482475392821881
2006,Hopewell City,1.068819681680585,0.8995498670090493,0.744372387124511,0.8774358788019564
