School Year,Division Number,Division Name,Subject,Race,Test Level,Test Source,Test,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2011-2012,119,Norton City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,67,Nottoway County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,12,<,<,>50,<50,391
2011-2012,67,Nottoway County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,432
2011-2012,67,Nottoway County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,0,7,7,7,14,0,50,50,50,401
2011-2012,67,Nottoway County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,1,11,1,12,13,7.69,84.62,7.69,92.31,441
2011-2012,67,Nottoway County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,0,6,5,6,11,0,54.55,45.45,54.55,393
2011-2012,68,Orange County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,2,8,8,10,18,11.11,44.44,44.44,55.56,406
2011-2012,68,Orange County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,3,22,7,25,32,9.38,68.75,21.88,78.13,422
2011-2012,68,Orange County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,3,12,2,15,17,17.65,70.59,11.76,88.24,453
2011-2012,68,Orange County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,0,19,1,19,20,0,95,5,95,432
2011-2012,68,Orange County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,1,6,6,7,13,7.69,46.15,46.15,53.85,406
2011-2012,68,Orange County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,0,8,8,8,16,0,50,50,50,412
2011-2012,69,Page County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,389
2011-2012,69,Page County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,0,5,5,5,10,0,50,50,50,404
2011-2012,69,Page County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,396
2011-2012,69,Page County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,69,Page County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,454
2011-2012,69,Page County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,395
2011-2012,70,Patrick County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,384
2011-2012,70,Patrick County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,404
2011-2012,70,Patrick County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,0,7,5,7,12,0,58.33,41.67,58.33,400
2011-2012,70,Patrick County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,439
2011-2012,70,Patrick County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,2,9,4,11,15,13.33,60,26.67,73.33,434
2011-2012,120,Petersburg City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,2,8,2,10,12,16.67,66.67,16.67,83.33,439
2011-2012,120,Petersburg City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,4,5,3,9,12,33.33,41.67,25,75,462
2011-2012,120,Petersburg City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,2,5,6,7,13,15.38,38.46,46.15,53.85,419
2011-2012,120,Petersburg City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,407
2011-2012,120,Petersburg City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,383
2011-2012,120,Petersburg City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,423
2011-2012,71,Pittsylvania County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,0,10,10,10,20,0,50,50,50,413
2011-2012,71,Pittsylvania County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,0,16,7,16,23,0,69.57,30.43,69.57,425
2011-2012,71,Pittsylvania County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,3,10,13,13,26,11.54,38.46,50,50,416
2011-2012,71,Pittsylvania County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,2,15,4,17,21,9.52,71.43,19.05,80.95,439
2011-2012,71,Pittsylvania County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,4,16,12,20,32,12.5,50,37.5,62.5,416
2011-2012,142,Poquoson City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,142,Poquoson City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,142,Poquoson City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,391
2011-2012,142,Poquoson City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,142,Poquoson City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,142,Poquoson City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,121,Portsmouth City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,6,19,13,25,38,15.79,50,34.21,65.79,419
2011-2012,121,Portsmouth City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,5,29,15,34,49,10.2,59.18,30.61,69.39,433
2011-2012,121,Portsmouth City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,2,16,14,18,32,6.25,50,43.75,56.25,416
2011-2012,121,Portsmouth City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,3,23,8,26,34,8.82,67.65,23.53,76.47,429
2011-2012,121,Portsmouth City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,16,<,<,>50,<50,372
2011-2012,121,Portsmouth City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,16,<,<,>50,<50,382
2011-2012,72,Powhatan County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,11,<,<,>50,<50,381
2011-2012,72,Powhatan County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,0,7,7,7,14,0,50,50,50,393
2011-2012,72,Powhatan County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,421
2011-2012,72,Powhatan County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,440
2011-2012,72,Powhatan County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,441
2011-2012,72,Powhatan County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,391
2011-2012,73,Prince Edward County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,73,Prince Edward County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,510
2011-2012,73,Prince Edward County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,73,Prince Edward County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,74,Prince George County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,8,29,8,37,45,17.78,64.44,17.78,82.22,443
2011-2012,74,Prince George County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,9,26,5,35,40,22.5,65,12.5,87.5,452
2011-2012,74,Prince George County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,9,20,7,29,36,25,55.56,19.44,80.56,447
2011-2012,74,Prince George County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,3,26,7,29,36,8.33,72.22,19.44,80.56,428
2011-2012,74,Prince George County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,4,11,7,15,22,18.18,50,31.82,68.18,438
2011-2012,74,Prince George County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,20,<,<,>50,<50,389
2011-2012,75,Prince William County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,83,915,742,998,"1,740",4.77,52.59,42.64,57.36,409
2011-2012,75,Prince William County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,194,"1,089",569,"1,283","1,852",10.48,58.8,30.72,69.28,428
2011-2012,75,Prince William County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,159,902,639,"1,061","1,700",9.35,53.06,37.59,62.41,422
2011-2012,75,Prince William County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,55,"1,050",509,"1,105","1,614",3.41,65.06,31.54,68.46,421
2011-2012,75,Prince William County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,15,509,655,524,"1,179",1.27,43.17,55.56,44.44,390
2011-2012,75,Prince William County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,70,948,503,"1,018","1,521",4.6,62.33,33.07,66.93,419
2011-2012,77,Pulaski County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,387
2011-2012,77,Pulaski County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,406
2011-2012,77,Pulaski County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,2,6,2,8,10,20,60,20,80,452
2011-2012,77,Pulaski County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,395
2011-2012,77,Pulaski County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,77,Pulaski County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,366
2011-2012,122,Radford City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,122,Radford City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,122,Radford City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,122,Radford City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,403
2011-2012,122,Radford City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,78,Rappahannock County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,78,Rappahannock County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,78,Rappahannock County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,78,Rappahannock County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,78,Rappahannock County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,78,Rappahannock County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,123,Richmond City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,17,89,58,106,164,10.37,54.27,35.37,64.63,416
2011-2012,123,Richmond City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,16,67,37,83,120,13.33,55.83,30.83,69.17,429
2011-2012,123,Richmond City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,26,73,40,99,139,18.71,52.52,28.78,71.22,435
2011-2012,123,Richmond City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,1,32,32,33,65,1.54,49.23,49.23,50.77,407
2011-2012,123,Richmond City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,3,29,47,32,79,3.8,36.71,59.49,40.51,384
2011-2012,123,Richmond City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,1,32,34,33,67,1.49,47.76,50.75,49.25,394
2011-2012,79,Richmond County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,394
2011-2012,79,Richmond County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,451
2011-2012,79,Richmond County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,422
2011-2012,79,Richmond County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,415
2011-2012,79,Richmond County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,425
2011-2012,79,Richmond County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,436
2011-2012,124,Roanoke City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,11,35,26,46,72,15.28,48.61,36.11,63.89,421
2011-2012,124,Roanoke City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,11,48,12,59,71,15.49,67.61,16.9,83.1,449
2011-2012,124,Roanoke City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,17,50,8,67,75,22.67,66.67,10.67,89.33,458
2011-2012,124,Roanoke City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,9,47,17,56,73,12.33,64.38,23.29,76.71,435
2011-2012,124,Roanoke City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,0,24,19,24,43,0,55.81,44.19,55.81,401
2011-2012,124,Roanoke City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,0,20,12,20,32,0,62.5,37.5,62.5,411
2011-2012,80,Roanoke County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,6,18,9,24,33,18.18,54.55,27.27,72.73,433
2011-2012,80,Roanoke County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,6,13,7,19,26,23.08,50,26.92,73.08,441
2011-2012,80,Roanoke County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,4,29,3,33,36,11.11,80.56,8.33,91.67,450
2011-2012,80,Roanoke County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,5,25,8,30,38,13.16,65.79,21.05,78.95,443
2011-2012,80,Roanoke County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,9,19,3,28,31,29.03,61.29,9.68,90.32,458
2011-2012,80,Roanoke County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,0,27,8,27,35,0,77.14,22.86,77.14,418
2011-2012,81,Rockbridge County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,81,Rockbridge County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,409
2011-2012,81,Rockbridge County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,414
2011-2012,81,Rockbridge County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,81,Rockbridge County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,81,Rockbridge County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,82,Rockingham County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,2,57,33,59,92,2.17,61.96,35.87,64.13,413
2011-2012,82,Rockingham County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,8,44,37,52,89,8.99,49.44,41.57,58.43,413
2011-2012,82,Rockingham County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,3,56,50,59,109,2.75,51.38,45.87,54.13,405
2011-2012,82,Rockingham County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,6,65,27,71,98,6.12,66.33,27.55,72.45,428
2011-2012,82,Rockingham County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,7,50,25,57,82,8.54,60.98,30.49,69.51,424
2011-2012,82,Rockingham County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,1,45,27,46,73,1.37,61.64,36.99,63.01,406
2011-2012,83,Russell County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,83,Russell County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,83,Russell County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,83,Russell County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,83,Russell County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,83,Russell County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,139,Salem City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,1,11,4,12,16,6.25,68.75,25,75,431
2011-2012,139,Salem City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,404
2011-2012,139,Salem City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,467
2011-2012,139,Salem City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,139,Salem City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,139,Salem City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,376
2011-2012,84,Scott County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,411
2011-2012,84,Scott County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,404
2011-2012,84,Scott County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,1,6,3,7,10,10,60,30,70,422
2011-2012,84,Scott County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,84,Scott County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,84,Scott County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,85,Shenandoah County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,2,24,28,26,54,3.7,44.44,51.85,48.15,390
2011-2012,85,Shenandoah County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,3,32,27,35,62,4.84,51.61,43.55,56.45,403
2011-2012,85,Shenandoah County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,3,16,20,19,39,7.69,41.03,51.28,48.72,412
2011-2012,85,Shenandoah County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,1,25,8,26,34,2.94,73.53,23.53,76.47,423
2011-2012,85,Shenandoah County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,0,26,18,26,44,0,59.09,40.91,59.09,416
2011-2012,85,Shenandoah County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,1,22,14,23,37,2.7,59.46,37.84,62.16,412
2011-2012,86,Smyth County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,1,6,7,7,14,7.14,42.86,50,50,397
2011-2012,86,Smyth County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,424
2011-2012,86,Smyth County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,11,<,<,>50,<50,387
2011-2012,86,Smyth County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,476
2011-2012,86,Smyth County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,86,Smyth County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,0,5,5,5,10,0,50,50,50,399
2011-2012,87,Southampton County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,87,Southampton County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,87,Southampton County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,87,Southampton County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,87,Southampton County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,87,Southampton County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,88,Spotsylvania County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,24,94,74,118,192,12.5,48.96,38.54,61.46,419
2011-2012,88,Spotsylvania County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,22,89,59,111,170,12.94,52.35,34.71,65.29,424
2011-2012,88,Spotsylvania County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,22,96,55,118,173,12.72,55.49,31.79,68.21,429
2011-2012,88,Spotsylvania County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,10,106,39,116,155,6.45,68.39,25.16,74.84,428
2011-2012,88,Spotsylvania County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,1,42,82,43,125,0.8,33.6,65.6,34.4,379
2011-2012,88,Spotsylvania County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,1,98,70,99,169,0.59,57.99,41.42,58.58,405
2011-2012,89,Stafford County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,35,130,104,165,269,13.01,48.33,38.66,61.34,418
2011-2012,89,Stafford County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,46,151,82,197,279,16.49,54.12,29.39,70.61,434
2011-2012,89,Stafford County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,38,142,96,180,276,13.77,51.45,34.78,65.22,424
2011-2012,89,Stafford County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,48,200,59,248,307,15.64,65.15,19.22,80.78,444
2011-2012,89,Stafford County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,3,85,68,88,156,1.92,54.49,43.59,56.41,407
2011-2012,89,Stafford County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,29,219,41,248,289,10.03,75.78,14.19,85.81,441
2011-2012,126,Staunton City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,3,6,5,9,14,21.43,42.86,35.71,64.29,430
2011-2012,126,Staunton City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,404
2011-2012,126,Staunton City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,1,4,5,5,10,10,40,50,50,394
2011-2012,126,Staunton City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,405
2011-2012,126,Staunton City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,126,Staunton City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50,396
2011-2012,127,Suffolk City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,4,18,7,22,29,13.79,62.07,24.14,75.86,437
2011-2012,127,Suffolk City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,12,34,6,46,52,23.08,65.38,11.54,88.46,453
2011-2012,127,Suffolk City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,15,27,3,42,45,33.33,60,6.67,93.33,467
2011-2012,127,Suffolk City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,1,28,8,29,37,2.7,75.68,21.62,78.38,436
2011-2012,127,Suffolk City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,1,12,8,13,21,4.76,57.14,38.1,61.9,407
2011-2012,127,Suffolk City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,1,28,11,29,40,2.5,70,27.5,72.5,422
2011-2012,90,Surry County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
2011-2012,91,Sussex County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,91,Sussex County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,91,Sussex County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,92,Tazewell County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,92,Tazewell County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,92,Tazewell County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,92,Tazewell County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,92,Tazewell County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,<,<,<,<,<,<,<,<50,>50, 
2011-2012,128,Virginia Beach City,Mathematics,Hispanic,Grade 3,SOL,Mathematics,31,219,199,250,449,6.9,48.78,44.32,55.68,407
2011-2012,128,Virginia Beach City,Mathematics,Hispanic,Grade 4,SOL,Mathematics,52,269,132,321,453,11.48,59.38,29.14,70.86,430
2011-2012,128,Virginia Beach City,Mathematics,Hispanic,Grade 5,SOL,Mathematics,30,246,161,276,437,6.86,56.29,36.84,63.16,422
2011-2012,128,Virginia Beach City,Mathematics,Hispanic,Grade 6,SOL,Mathematics,3,155,126,158,284,1.06,54.58,44.37,55.63,407
2011-2012,128,Virginia Beach City,Mathematics,Hispanic,Grade 7,SOL,Mathematics,4,132,188,136,324,1.23,40.74,58.02,41.98,389
2011-2012,128,Virginia Beach City,Mathematics,Hispanic,Grade 8,SOL,Mathematics,2,186,209,188,397,0.5,46.85,52.64,47.36,397
2011-2012,93,Warren County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,2,11,13,13,26,7.69,42.31,50,50,399
2011-2012,93,Warren County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,<,<,<,<,14,<,<,>50,<50,411
2011-2012,93,Warren County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,1,7,5,8,13,7.69,53.85,38.46,61.54,422
2011-2012,93,Warren County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,0,20,2,20,22,0,90.91,9.09,90.91,433
2011-2012,93,Warren County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50,382
2011-2012,93,Warren County,Mathematics,Hispanic,Grade 8,SOL,Mathematics,0,15,10,15,25,0,60,40,60,408
2011-2012,94,Washington County,Mathematics,Hispanic,Grade 3,SOL,Mathematics,0,8,5,8,13,0,61.54,38.46,61.54,408
2011-2012,94,Washington County,Mathematics,Hispanic,Grade 4,SOL,Mathematics,1,9,6,10,16,6.25,56.25,37.5,62.5,431
2011-2012,94,Washington County,Mathematics,Hispanic,Grade 5,SOL,Mathematics,2,10,6,12,18,11.11,55.56,33.33,66.67,411
2011-2012,94,Washington County,Mathematics,Hispanic,Grade 6,SOL,Mathematics,2,7,7,9,16,12.5,43.75,43.75,56.25,421
2011-2012,94,Washington County,Mathematics,Hispanic,Grade 7,SOL,Mathematics,<,<,<,<,<,<,<,>50,<50, 
