"School Year","Division Number","Division Name","Subject","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2008-2009","58","Mecklenburg County","English:Reading","Grade 6","SOL","English Reading","127","166","24","293","317","40.06","52.37","7.57","92.43","482"
"2008-2009","58","Mecklenburg County","English:Reading","Grade 7","SOL","English Reading","118","152","31","270","301","39.20","50.50","10.30","89.70","480"
"2008-2009","58","Mecklenburg County","English:Reading","Grade 8","SOL","English Reading","125","159","26","284","310","40.32","51.29","8.39","91.61","477"
"2008-2009","59","Middlesex County","English:Reading","Grade 3","SOL","English Reading","33","34","21","67","88","37.50","38.64","23.86","76.14","462"
"2008-2009","59","Middlesex County","English:Reading","Grade 4","SOL","English Reading","29","30","17","59","76","38.16","39.47","22.37","77.63","463"
"2008-2009","59","Middlesex County","English:Reading","Grade 5","SOL","English Reading","15","53","17","68","85","17.65","62.35","20.00","80.00","449"
"2008-2009","59","Middlesex County","English:Reading","Grade 6","SOL","English Reading","43","44","5","87","92","46.74","47.83","5.43","94.57","497"
"2008-2009","59","Middlesex County","English:Reading","Grade 7","SOL","English Reading","38","33","5","71","76","50.00","43.42","6.58","93.42","497"
"2008-2009","59","Middlesex County","English:Reading","Grade 8","SOL","English Reading","40","48","3","88","91","43.96","52.75","3.30","96.70","493"
"2008-2009","60","Montgomery County","English:Reading","Grade 3","SOL","English Reading","261","374","105","635","740","35.27","50.54","14.19","85.81","470"
"2008-2009","60","Montgomery County","English:Reading","Grade 4","SOL","English Reading","289","298","64","587","651","44.39","45.78","9.83","90.17","495"
"2008-2009","60","Montgomery County","English:Reading","Grade 5","SOL","English Reading","285","342","78","627","705","40.43","48.51","11.06","88.94","487"
"2008-2009","60","Montgomery County","English:Reading","Grade 6","SOL","English Reading","312","283","101","595","696","44.83","40.66","14.51","85.49","482"
"2008-2009","60","Montgomery County","English:Reading","Grade 7","SOL","English Reading","310","296","79","606","685","45.26","43.21","11.53","88.47","483"
"2008-2009","60","Montgomery County","English:Reading","Grade 8","SOL","English Reading","274","336","107","610","717","38.21","46.86","14.92","85.08","477"
"2008-2009","62","Nelson County","English:Reading","Grade 3","SOL","English Reading","43","77","20","120","140","30.71","55.00","14.29","85.71","463"
"2008-2009","62","Nelson County","English:Reading","Grade 4","SOL","English Reading","54","68","18","122","140","38.57","48.57","12.86","87.14","479"
"2008-2009","62","Nelson County","English:Reading","Grade 5","SOL","English Reading","49","92","15","141","156","31.41","58.97","9.62","90.38","478"
"2008-2009","62","Nelson County","English:Reading","Grade 6","SOL","English Reading","56","52","15","108","123","45.53","42.28","12.20","87.80","482"
"2008-2009","62","Nelson County","English:Reading","Grade 7","SOL","English Reading","58","73","15","131","146","39.73","50.00","10.27","89.73","480"
"2008-2009","62","Nelson County","English:Reading","Grade 8","SOL","English Reading","39","79","25","118","143","27.27","55.24","17.48","82.52","462"
"2008-2009","63","New Kent County","English:Reading","Grade 3","SOL","English Reading","60","113","18","173","191","31.41","59.16","9.42","90.58","473"
"2008-2009","63","New Kent County","English:Reading","Grade 4","SOL","English Reading","88","86","26","174","200","44.00","43.00","13.00","87.00","484"
"2008-2009","63","New Kent County","English:Reading","Grade 5","SOL","English Reading","73","114","18","187","205","35.61","55.61","8.78","91.22","483"
"2008-2009","63","New Kent County","English:Reading","Grade 6","SOL","English Reading","51","119","41","170","211","24.17","56.40","19.43","80.57","461"
"2008-2009","63","New Kent County","English:Reading","Grade 7","SOL","English Reading","75","103","40","178","218","34.40","47.25","18.35","81.65","464"
"2008-2009","63","New Kent County","English:Reading","Grade 8","SOL","English Reading","77","106","26","183","209","36.84","50.72","12.44","87.56","478"
"2008-2009","117","Newport News City","English:Reading","Grade 3","SOL","English Reading","679","1,239","338","1,918","2,256","30.10","54.92","14.98","85.02","465"
"2008-2009","117","Newport News City","English:Reading","Grade 4","SOL","English Reading","925","932","236","1,857","2,093","44.19","44.53","11.28","88.72","485"
"2008-2009","117","Newport News City","English:Reading","Grade 5","SOL","English Reading","558","1,192","213","1,750","1,963","28.43","60.72","10.85","89.15","472"
"2008-2009","117","Newport News City","English:Reading","Grade 6","SOL","English Reading","428","1,121","404","1,549","1,953","21.92","57.40","20.69","79.31","455"
"2008-2009","117","Newport News City","English:Reading","Grade 7","SOL","English Reading","656","1,040","379","1,696","2,075","31.61","50.12","18.27","81.73","463"
"2008-2009","117","Newport News City","English:Reading","Grade 8","SOL","English Reading","597","1,061","343","1,658","2,001","29.84","53.02","17.14","82.86","463"
"2008-2009","118","Norfolk City","English:Reading","Grade 3","SOL","English Reading","662","1,389","451","2,051","2,502","26.46","55.52","18.03","81.97","458"
"2008-2009","118","Norfolk City","English:Reading","Grade 4","SOL","English Reading","1,008","1,112","343","2,120","2,463","40.93","45.15","13.93","86.07","477"
"2008-2009","118","Norfolk City","English:Reading","Grade 5","SOL","English Reading","674","1,459","204","2,133","2,337","28.84","62.43","8.73","91.27","476"
"2008-2009","118","Norfolk City","English:Reading","Grade 6","SOL","English Reading","388","1,068","552","1,456","2,008","19.32","53.19","27.49","72.51","443"
"2008-2009","118","Norfolk City","English:Reading","Grade 7","SOL","English Reading","553","1,090","456","1,643","2,099","26.35","51.93","21.72","78.28","452"
"2008-2009","118","Norfolk City","English:Reading","Grade 8","SOL","English Reading","443","1,167","455","1,610","2,065","21.45","56.51","22.03","77.97","448"
"2008-2009","65","Northampton County","English:Reading","Grade 3","SOL","English Reading","27","73","36","100","136","19.85","53.68","26.47","73.53","439"
"2008-2009","65","Northampton County","English:Reading","Grade 4","SOL","English Reading","29","57","44","86","130","22.31","43.85","33.85","66.15","431"
"2008-2009","65","Northampton County","English:Reading","Grade 5","SOL","English Reading","23","80","25","103","128","17.97","62.50","19.53","80.47","451"
"2008-2009","65","Northampton County","English:Reading","Grade 6","SOL","English Reading","23","66","19","89","108","21.30","61.11","17.59","82.41","454"
"2008-2009","65","Northampton County","English:Reading","Grade 7","SOL","English Reading","46","65","10","111","121","38.02","53.72","8.26","91.74","483"
"2008-2009","65","Northampton County","English:Reading","Grade 8","SOL","English Reading","35","65","30","100","130","26.92","50.00","23.08","76.92","453"
"2008-2009","66","Northumberland County","English:Reading","Grade 3","SOL","English Reading","44","51","3","95","98","44.90","52.04","3.06","96.94","503"
"2008-2009","66","Northumberland County","English:Reading","Grade 4","SOL","English Reading","52","35","14","87","101","51.49","34.65","13.86","86.14","490"
"2008-2009","66","Northumberland County","English:Reading","Grade 5","SOL","English Reading","29","56","4","85","89","32.58","62.92","4.49","95.51","483"
"2008-2009","66","Northumberland County","English:Reading","Grade 6","SOL","English Reading","31","52","10","83","93","33.33","55.91","10.75","89.25","484"
"2008-2009","66","Northumberland County","English:Reading","Grade 7","SOL","English Reading","39","52","18","91","109","35.78","47.71","16.51","83.49","475"
"2008-2009","66","Northumberland County","English:Reading","Grade 8","SOL","English Reading","25","47","20","72","92","27.17","51.09","21.74","78.26","464"
"2008-2009","119","Norton City","English:Reading","Grade 3","SOL","English Reading","15","37","2","52","54","27.78","68.52","3.70","96.30","476"
"2008-2009","119","Norton City","English:Reading","Grade 4","SOL","English Reading","26","24","10","50","60","43.33","40.00","16.67","83.33","481"
"2008-2009","119","Norton City","English:Reading","Grade 5","SOL","English Reading","15","21","7","36","43","34.88","48.84","16.28","83.72","480"
"2008-2009","119","Norton City","English:Reading","Grade 6","SOL","English Reading","21","21","7","42","49","42.86","42.86","14.29","85.71","482"
"2008-2009","119","Norton City","English:Reading","Grade 7","SOL","English Reading","20","31","7","51","58","34.48","53.45","12.07","87.93","475"
"2008-2009","119","Norton City","English:Reading","Grade 8","SOL","English Reading","13","36","6","49","55","23.64","65.45","10.91","89.09","464"
"2008-2009","67","Nottoway County","English:Reading","Grade 3","SOL","English Reading","39","94","15","133","148","26.35","63.51","10.14","89.86","466"
"2008-2009","67","Nottoway County","English:Reading","Grade 4","SOL","English Reading","53","91","20","144","164","32.32","55.49","12.20","87.80","476"
"2008-2009","67","Nottoway County","English:Reading","Grade 5","SOL","English Reading","48","68","16","116","132","36.36","51.52","12.12","87.88","481"
"2008-2009","67","Nottoway County","English:Reading","Grade 6","SOL","English Reading","37","87","31","124","155","23.87","56.13","20.00","80.00","457"
"2008-2009","67","Nottoway County","English:Reading","Grade 7","SOL","English Reading","59","88","9","147","156","37.82","56.41","5.77","94.23","479"
"2008-2009","67","Nottoway County","English:Reading","Grade 8","SOL","English Reading","33","75","28","108","136","24.26","55.15","20.59","79.41","458"
"2008-2009","68","Orange County","English:Reading","Grade 3","SOL","English Reading","103","183","82","286","368","27.99","49.73","22.28","77.72","454"
"2008-2009","68","Orange County","English:Reading","Grade 4","SOL","English Reading","160","184","63","344","407","39.31","45.21","15.48","84.52","484"
"2008-2009","68","Orange County","English:Reading","Grade 5","SOL","English Reading","120","225","38","345","383","31.33","58.75","9.92","90.08","474"
"2008-2009","68","Orange County","English:Reading","Grade 6","SOL","English Reading","112","182","56","294","350","32.00","52.00","16.00","84.00","462"
"2008-2009","68","Orange County","English:Reading","Grade 7","SOL","English Reading","155","188","43","343","386","40.16","48.70","11.14","88.86","473"
"2008-2009","68","Orange County","English:Reading","Grade 8","SOL","English Reading","135","191","73","326","399","33.83","47.87","18.30","81.70","471"
"2008-2009","69","Page County","English:Reading","Grade 3","SOL","English Reading","76","140","40","216","256","29.69","54.69","15.63","84.38","463"
"2008-2009","69","Page County","English:Reading","Grade 4","SOL","English Reading","115","112","40","227","267","43.07","41.95","14.98","85.02","479"
"2008-2009","69","Page County","English:Reading","Grade 5","SOL","English Reading","59","148","39","207","246","23.98","60.16","15.85","84.15","464"
"2008-2009","69","Page County","English:Reading","Grade 6","SOL","English Reading","64","146","47","210","257","24.90","56.81","18.29","81.71","462"
"2008-2009","69","Page County","English:Reading","Grade 7","SOL","English Reading","81","130","33","211","244","33.20","53.28","13.52","86.48","474"
"2008-2009","69","Page County","English:Reading","Grade 8","SOL","English Reading","95","147","34","242","276","34.42","53.26","12.32","87.68","470"
"2008-2009","70","Patrick County","English:Reading","Grade 3","SOL","English Reading","43","122","19","165","184","23.37","66.30","10.33","89.67","466"
"2008-2009","70","Patrick County","English:Reading","Grade 4","SOL","English Reading","73","91","40","164","204","35.78","44.61","19.61","80.39","476"
"2008-2009","70","Patrick County","English:Reading","Grade 5","SOL","English Reading","53","94","35","147","182","29.12","51.65","19.23","80.77","464"
"2008-2009","70","Patrick County","English:Reading","Grade 6","SOL","English Reading","83","81","19","164","183","45.36","44.26","10.38","89.62","482"
"2008-2009","70","Patrick County","English:Reading","Grade 7","SOL","English Reading","92","78","14","170","184","50.00","42.39","7.61","92.39","490"
"2008-2009","70","Patrick County","English:Reading","Grade 8","SOL","English Reading","76","134","14","210","224","33.93","59.82","6.25","93.75","482"
"2008-2009","120","Petersburg City","English:Reading","Grade 3","SOL","English Reading","86","166","67","252","319","26.96","52.04","21.00","79.00","456"
"2008-2009","120","Petersburg City","English:Reading","Grade 4","SOL","English Reading","80","148","73","228","301","26.58","49.17","24.25","75.75","448"
"2008-2009","120","Petersburg City","English:Reading","Grade 5","SOL","English Reading","46","210","40","256","296","15.54","70.95","13.51","86.49","453"
"2008-2009","120","Petersburg City","English:Reading","Grade 6","SOL","English Reading","34","110","101","144","245","13.88","44.90","41.22","58.78","421"
"2008-2009","120","Petersburg City","English:Reading","Grade 7","SOL","English Reading","43","128","105","171","276","15.58","46.38","38.04","61.96","425"
"2008-2009","120","Petersburg City","English:Reading","Grade 8","SOL","English Reading","35","126","103","161","264","13.26","47.73","39.02","60.98","422"
"2008-2009","71","Pittsylvania County","English:Reading","Grade 3","SOL","English Reading","219","365","87","584","671","32.64","54.40","12.97","87.03","471"
"2008-2009","71","Pittsylvania County","English:Reading","Grade 4","SOL","English Reading","271","320","85","591","676","40.09","47.34","12.57","87.43","488"
"2008-2009","71","Pittsylvania County","English:Reading","Grade 5","SOL","English Reading","223","347","56","570","626","35.62","55.43","8.95","91.05","485"
"2008-2009","71","Pittsylvania County","English:Reading","Grade 6","SOL","English Reading","223","351","59","574","633","35.23","55.45","9.32","90.68","477"
"2008-2009","71","Pittsylvania County","English:Reading","Grade 7","SOL","English Reading","315","275","40","590","630","50.00","43.65","6.35","93.65","491"
"2008-2009","71","Pittsylvania County","English:Reading","Grade 8","SOL","English Reading","226","354","65","580","645","35.04","54.88","10.08","89.92","478"
"2008-2009","142","Poquoson City","English:Reading","Grade 3","SOL","English Reading","44","73","23","117","140","31.43","52.14","16.43","83.57","467"
"2008-2009","142","Poquoson City","English:Reading","Grade 4","SOL","English Reading","125","57","12","182","194","64.43","29.38","6.19","93.81","513"
"2008-2009","142","Poquoson City","English:Reading","Grade 5","SOL","English Reading","93","89","5","182","187","49.73","47.59","2.67","97.33","505"
"2008-2009","142","Poquoson City","English:Reading","Grade 6","SOL","English Reading","77","96","12","173","185","41.62","51.89","6.49","93.51","495"
"2008-2009","142","Poquoson City","English:Reading","Grade 7","SOL","English Reading","101","83","11","184","195","51.79","42.56","5.64","94.36","502"
"2008-2009","142","Poquoson City","English:Reading","Grade 8","SOL","English Reading","108","94","9","202","211","51.18","44.55","4.27","95.73","498"
"2008-2009","121","Portsmouth City","English:Reading","Grade 3","SOL","English Reading","307","636","148","943","1,091","28.14","58.30","13.57","86.43","470"
"2008-2009","121","Portsmouth City","English:Reading","Grade 4","SOL","English Reading","363","509","194","872","1,066","34.05","47.75","18.20","81.80","467"
"2008-2009","121","Portsmouth City","English:Reading","Grade 5","SOL","English Reading","214","670","110","884","994","21.53","67.40","11.07","88.93","466"
"2008-2009","121","Portsmouth City","English:Reading","Grade 6","SOL","English Reading","251","554","150","805","955","26.28","58.01","15.71","84.29","463"
"2008-2009","121","Portsmouth City","English:Reading","Grade 7","SOL","English Reading","272","470","188","742","930","29.25","50.54","20.22","79.78","459"
"2008-2009","121","Portsmouth City","English:Reading","Grade 8","SOL","English Reading","183","552","198","735","933","19.61","59.16","21.22","78.78","447"
"2008-2009","72","Powhatan County","English:Reading","Grade 3","SOL","English Reading","134","164","30","298","328","40.85","50.00","9.15","90.85","483"
"2008-2009","72","Powhatan County","English:Reading","Grade 4","SOL","English Reading","166","127","29","293","322","51.55","39.44","9.01","90.99","498"
"2008-2009","72","Powhatan County","English:Reading","Grade 5","SOL","English Reading","121","180","24","301","325","37.23","55.38","7.38","92.62","487"
"2008-2009","72","Powhatan County","English:Reading","Grade 6","SOL","English Reading","113","171","38","284","322","35.09","53.11","11.80","88.20","480"
"2008-2009","72","Powhatan County","English:Reading","Grade 7","SOL","English Reading","176","136","15","312","327","53.82","41.59","4.59","95.41","504"
"2008-2009","72","Powhatan County","English:Reading","Grade 8","SOL","English Reading","151","131","20","282","302","50.00","43.38","6.62","93.38","496"
"2008-2009","73","Prince Edward County","English:Reading","Grade 3","SOL","English Reading","59","87","27","146","173","34.10","50.29","15.61","84.39","473"
"2008-2009","73","Prince Edward County","English:Reading","Grade 4","SOL","English Reading","46","76","28","122","150","30.67","50.67","18.67","81.33","466"
"2008-2009","73","Prince Edward County","English:Reading","Grade 5","SOL","English Reading","49","99","26","148","174","28.16","56.90","14.94","85.06","467"
"2008-2009","73","Prince Edward County","English:Reading","Grade 6","SOL","English Reading","40","104","27","144","171","23.39","60.82","15.79","84.21","454"
"2008-2009","73","Prince Edward County","English:Reading","Grade 7","SOL","English Reading","61","87","18","148","166","36.75","52.41","10.84","89.16","473"
"2008-2009","73","Prince Edward County","English:Reading","Grade 8","SOL","English Reading","48","90","41","138","179","26.82","50.28","22.91","77.09","454"
"2008-2009","74","Prince George County","English:Reading","Grade 3","SOL","English Reading","149","235","70","384","454","32.82","51.76","15.42","84.58","466"
"2008-2009","74","Prince George County","English:Reading","Grade 4","SOL","English Reading","196","190","35","386","421","46.56","45.13","8.31","91.69","492"
"2008-2009","74","Prince George County","English:Reading","Grade 5","SOL","English Reading","180","239","18","419","437","41.19","54.69","4.12","95.88","495"
"2008-2009","74","Prince George County","English:Reading","Grade 6","SOL","English Reading","151","261","50","412","462","32.68","56.49","10.82","89.18","481"
"2008-2009","74","Prince George County","English:Reading","Grade 7","SOL","English Reading","195","203","45","398","443","44.02","45.82","10.16","89.84","487"
"2008-2009","74","Prince George County","English:Reading","Grade 8","SOL","English Reading","157","249","55","406","461","34.06","54.01","11.93","88.07","470"
"2008-2009","75","Prince William County","English:Reading","Grade 3","SOL","English Reading","1,498","2,892","700","4,390","5,090","29.43","56.82","13.75","86.25","473"
"2008-2009","75","Prince William County","English:Reading","Grade 4","SOL","English Reading","2,461","2,111","574","4,572","5,146","47.82","41.02","11.15","88.85","492"
"2008-2009","75","Prince William County","English:Reading","Grade 5","SOL","English Reading","1,558","3,246","350","4,804","5,154","30.23","62.98","6.79","93.21","480"
"2008-2009","75","Prince William County","English:Reading","Grade 6","SOL","English Reading","1,884","2,535","634","4,419","5,053","37.28","50.17","12.55","87.45","475"
"2008-2009","75","Prince William County","English:Reading","Grade 7","SOL","English Reading","2,280","2,258","519","4,538","5,057","45.09","44.65","10.26","89.74","488"
"2008-2009","75","Prince William County","English:Reading","Grade 8","SOL","English Reading","2,209","2,300","471","4,509","4,980","44.36","46.18","9.46","90.54","489"
"2008-2009","77","Pulaski County","English:Reading","Grade 3","SOL","English Reading","97","180","103","277","380","25.53","47.37","27.11","72.89","446"
"2008-2009","77","Pulaski County","English:Reading","Grade 4","SOL","English Reading","138","153","53","291","344","40.12","44.48","15.41","84.59","475"
"2008-2009","77","Pulaski County","English:Reading","Grade 5","SOL","English Reading","86","195","42","281","323","26.63","60.37","13.00","87.00","465"
"2008-2009","77","Pulaski County","English:Reading","Grade 6","SOL","English Reading","104","151","57","255","312","33.33","48.40","18.27","81.73","467"
"2008-2009","77","Pulaski County","English:Reading","Grade 7","SOL","English Reading","104","170","73","274","347","29.97","48.99","21.04","78.96","457"
"2008-2009","77","Pulaski County","English:Reading","Grade 8","SOL","English Reading","101","194","60","295","355","28.45","54.65","16.90","83.10","462"
"2008-2009","122","Radford City","English:Reading","Grade 3","SOL","English Reading","39","59","6","98","104","37.50","56.73","5.77","94.23","490"
"2008-2009","122","Radford City","English:Reading","Grade 4","SOL","English Reading","52","42","8","94","102","50.98","41.18","7.84","92.16","506"
"2008-2009","122","Radford City","English:Reading","Grade 5","SOL","English Reading","40","49","14","89","103","38.83","47.57","13.59","86.41","484"
"2008-2009","122","Radford City","English:Reading","Grade 6","SOL","English Reading","48","46","13","94","107","44.86","42.99","12.15","87.85","479"
"2008-2009","122","Radford City","English:Reading","Grade 7","SOL","English Reading","60","41","2","101","103","58.25","39.81","1.94","98.06","509"
"2008-2009","122","Radford City","English:Reading","Grade 8","SOL","English Reading","50","47","5","97","102","49.02","46.08","4.90","95.10","507"
"2008-2009","78","Rappahannock County","English:Reading","Grade 3","SOL","English Reading","15","38","15","53","68","22.06","55.88","22.06","77.94","450"
"2008-2009","78","Rappahannock County","English:Reading","Grade 4","SOL","English Reading","35","22","6","57","63","55.56","34.92","9.52","90.48","497"
"2008-2009","78","Rappahannock County","English:Reading","Grade 5","SOL","English Reading","15","39","10","54","64","23.44","60.94","15.63","84.38","466"
"2008-2009","78","Rappahannock County","English:Reading","Grade 6","SOL","English Reading","22","45","11","67","78","28.21","57.69","14.10","85.90","471"
"2008-2009","78","Rappahannock County","English:Reading","Grade 7","SOL","English Reading","39","20","6","59","65","60.00","30.77","9.23","90.77","505"
"2008-2009","78","Rappahannock County","English:Reading","Grade 8","SOL","English Reading","35","40","7","75","82","42.68","48.78","8.54","91.46","492"
"2008-2009","123","Richmond City","English:Reading","Grade 3","SOL","English Reading","516","729","281","1,245","1,526","33.81","47.77","18.41","81.59","466"
"2008-2009","123","Richmond City","English:Reading","Grade 4","SOL","English Reading","576","667","192","1,243","1,435","40.14","46.48","13.38","86.62","477"
"2008-2009","123","Richmond City","English:Reading","Grade 5","SOL","English Reading","414","882","169","1,296","1,465","28.26","60.20","11.54","88.46","473"
"2008-2009","123","Richmond City","English:Reading","Grade 6","SOL","English Reading","201","708","371","909","1,280","15.70","55.31","28.98","71.02","438"
"2008-2009","123","Richmond City","English:Reading","Grade 7","SOL","English Reading","302","615","302","917","1,219","24.77","50.45","24.77","75.23","449"
"2008-2009","123","Richmond City","English:Reading","Grade 8","SOL","English Reading","276","668","347","944","1,291","21.38","51.74","26.88","73.12","443"
"2008-2009","79","Richmond County","English:Reading","Grade 3","SOL","English Reading","32","35","18","67","85","37.65","41.18","21.18","78.82","462"
"2008-2009","79","Richmond County","English:Reading","Grade 4","SOL","English Reading","43","39","15","82","97","44.33","40.21","15.46","84.54","479"
"2008-2009","79","Richmond County","English:Reading","Grade 5","SOL","English Reading","33","40","7","73","80","41.25","50.00","8.75","91.25","499"
"2008-2009","79","Richmond County","English:Reading","Grade 6","SOL","English Reading","29","42","6","71","77","37.66","54.55","7.79","92.21","482"
"2008-2009","79","Richmond County","English:Reading","Grade 7","SOL","English Reading","26","46","10","72","82","31.71","56.10","12.20","87.80","479"
"2008-2009","79","Richmond County","English:Reading","Grade 8","SOL","English Reading","50","31","3","81","84","59.52","36.90","3.57","96.43","506"
"2008-2009","124","Roanoke City","English:Reading","Grade 3","SOL","English Reading","276","445","208","721","929","29.71","47.90","22.39","77.61","454"
"2008-2009","124","Roanoke City","English:Reading","Grade 4","SOL","English Reading","339","393","163","732","895","37.88","43.91","18.21","81.79","468"
"2008-2009","124","Roanoke City","English:Reading","Grade 5","SOL","English Reading","200","492","147","692","839","23.84","58.64","17.52","82.48","462"
"2008-2009","124","Roanoke City","English:Reading","Grade 6","SOL","English Reading","209","430","195","639","834","25.06","51.56","23.38","76.62","457"
"2008-2009","124","Roanoke City","English:Reading","Grade 7","SOL","English Reading","247","356","194","603","797","30.99","44.67","24.34","75.66","456"
"2008-2009","124","Roanoke City","English:Reading","Grade 8","SOL","English Reading","243","387","206","630","836","29.07","46.29","24.64","75.36","448"
"2008-2009","80","Roanoke County","English:Reading","Grade 3","SOL","English Reading","392","532","101","924","1,025","38.24","51.90","9.85","90.15","481"
"2008-2009","80","Roanoke County","English:Reading","Grade 4","SOL","English Reading","530","419","86","949","1,035","51.21","40.48","8.31","91.69","507"
"2008-2009","80","Roanoke County","English:Reading","Grade 5","SOL","English Reading","495","494","36","989","1,025","48.29","48.20","3.51","96.49","506"
"2008-2009","80","Roanoke County","English:Reading","Grade 6","SOL","English Reading","471","450","98","921","1,019","46.22","44.16","9.62","90.38","488"
"2008-2009","80","Roanoke County","English:Reading","Grade 7","SOL","English Reading","552","466","54","1,018","1,072","51.49","43.47","5.04","94.96","498"
"2008-2009","80","Roanoke County","English:Reading","Grade 8","SOL","English Reading","505","568","94","1,073","1,167","43.27","48.67","8.05","91.95","489"
"2008-2009","81","Rockbridge County","English:Reading","Grade 3","SOL","English Reading","51","105","35","156","191","26.70","54.97","18.32","81.68","456"
"2008-2009","81","Rockbridge County","English:Reading","Grade 4","SOL","English Reading","67","100","28","167","195","34.36","51.28","14.36","85.64","478"
"2008-2009","81","Rockbridge County","English:Reading","Grade 5","SOL","English Reading","83","90","19","173","192","43.23","46.88","9.90","90.10","492"
"2008-2009","81","Rockbridge County","English:Reading","Grade 6","SOL","English Reading","65","81","46","146","192","33.85","42.19","23.96","76.04","453"
"2008-2009","81","Rockbridge County","English:Reading","Grade 7","SOL","English Reading","57","107","31","164","195","29.23","54.87","15.90","84.10","465"
"2008-2009","81","Rockbridge County","English:Reading","Grade 8","SOL","English Reading","56","104","38","160","198","28.28","52.53","19.19","80.81","460"
"2008-2009","82","Rockingham County","English:Reading","Grade 3","SOL","English Reading","213","515","129","728","857","24.85","60.09","15.05","84.95","468"
"2008-2009","82","Rockingham County","English:Reading","Grade 4","SOL","English Reading","436","358","88","794","882","49.43","40.59","9.98","90.02","497"
"2008-2009","82","Rockingham County","English:Reading","Grade 5","SOL","English Reading","260","480","57","740","797","32.62","60.23","7.15","92.85","484"
"2008-2009","82","Rockingham County","English:Reading","Grade 6","SOL","English Reading","293","374","107","667","774","37.86","48.32","13.82","86.18","472"
"2008-2009","82","Rockingham County","English:Reading","Grade 7","SOL","English Reading","345","392","120","737","857","40.26","45.74","14.00","86.00","479"
"2008-2009","82","Rockingham County","English:Reading","Grade 8","SOL","English Reading","329","404","127","733","860","38.26","46.98","14.77","85.23","477"
"2008-2009","83","Russell County","English:Reading","Grade 3","SOL","English Reading","97","160","31","257","288","33.68","55.56","10.76","89.24","477"
"2008-2009","83","Russell County","English:Reading","Grade 4","SOL","English Reading","136","158","24","294","318","42.77","49.69","7.55","92.45","496"
"2008-2009","83","Russell County","English:Reading","Grade 5","SOL","English Reading","123","142","18","265","283","43.46","50.18","6.36","93.64","496"
"2008-2009","83","Russell County","English:Reading","Grade 6","SOL","English Reading","115","124","20","239","259","44.40","47.88","7.72","92.28","487"
"2008-2009","83","Russell County","English:Reading","Grade 7","SOL","English Reading","129","155","20","284","304","42.43","50.99","6.58","93.42","485"
"2008-2009","83","Russell County","English:Reading","Grade 8","SOL","English Reading","90","200","39","290","329","27.36","60.79","11.85","88.15","467"
"2008-2009","139","Salem City","English:Reading","Grade 3","SOL","English Reading","127","126","23","253","276","46.01","45.65","8.33","91.67","490"
"2008-2009","139","Salem City","English:Reading","Grade 4","SOL","English Reading","152","97","19","249","268","56.72","36.19","7.09","92.91","507"
"2008-2009","139","Salem City","English:Reading","Grade 5","SOL","English Reading","86","175","9","261","270","31.85","64.81","3.33","96.67","485"
"2008-2009","139","Salem City","English:Reading","Grade 6","SOL","English Reading","136","153","21","289","310","43.87","49.35","6.77","93.23","487"
"2008-2009","139","Salem City","English:Reading","Grade 7","SOL","English Reading","169","100","9","269","278","60.79","35.97","3.24","96.76","517"
"2008-2009","139","Salem City","English:Reading","Grade 8","SOL","English Reading","159","118","29","277","306","51.96","38.56","9.48","90.52","496"
"2008-2009","84","Scott County","English:Reading","Grade 3","SOL","English Reading","121","162","14","283","297","40.74","54.55","4.71","95.29","490"
"2008-2009","84","Scott County","English:Reading","Grade 4","SOL","English Reading","134","131","22","265","287","46.69","45.64","7.67","92.33","500"
"2008-2009","84","Scott County","English:Reading","Grade 5","SOL","English Reading","139","132","12","271","283","49.12","46.64","4.24","95.76","504"
"2008-2009","84","Scott County","English:Reading","Grade 6","SOL","English Reading","109","149","8","258","266","40.98","56.02","3.01","96.99","493"
"2008-2009","84","Scott County","English:Reading","Grade 7","SOL","English Reading","126","127","22","253","275","45.82","46.18","8.00","92.00","490"
"2008-2009","84","Scott County","English:Reading","Grade 8","SOL","English Reading","107","163","19","270","289","37.02","56.40","6.57","93.43","480"
"2008-2009","85","Shenandoah County","English:Reading","Grade 3","SOL","English Reading","133","217","91","350","441","30.16","49.21","20.63","79.37","457"
"2008-2009","85","Shenandoah County","English:Reading","Grade 4","SOL","English Reading","197","159","86","356","442","44.57","35.97","19.46","80.54","477"
"2008-2009","85","Shenandoah County","English:Reading","Grade 5","SOL","English Reading","125","236","65","361","426","29.34","55.40","15.26","84.74","471"
"2008-2009","85","Shenandoah County","English:Reading","Grade 6","SOL","English Reading","139","247","64","386","450","30.89","54.89","14.22","85.78","472"
"2008-2009","85","Shenandoah County","English:Reading","Grade 7","SOL","English Reading","174","215","66","389","455","38.24","47.25","14.51","85.49","474"
"2008-2009","85","Shenandoah County","English:Reading","Grade 8","SOL","English Reading","165","210","65","375","440","37.50","47.73","14.77","85.23","478"
"2008-2009","86","Smyth County","English:Reading","Grade 3","SOL","English Reading","105","165","76","270","346","30.35","47.69","21.97","78.03","451"
"2008-2009","86","Smyth County","English:Reading","Grade 4","SOL","English Reading","131","168","50","299","349","37.54","48.14","14.33","85.67","474"
