"School Year","Division Number","Division Name","Subject","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2005-2006","101","Alexandria City","English:Reading","Grade 5","SOL","English Reading","294","306","92","600","692","42.49","44.22","13.29","86.71","478"
"2005-2006","101","Alexandria City","English:Reading","Grade 6","SOL","English Reading","227","316","108","543","651","34.87","48.54","16.59","83.41","466"
"2005-2006","101","Alexandria City","English:Reading","Grade 7","SOL","English Reading","194","331","157","525","682","28.45","48.53","23.02","76.98","451"
"2005-2006","101","Alexandria City","English:Reading","Grade 8","SOL","English Reading","146","306","185","452","637","22.92","48.04","29.04","70.96","436"
"2005-2006","3","Alleghany County","English:Reading","Grade 3","SOL","English Reading","87","108","29","195","224","38.84","48.21","12.95","87.05","471"
"2005-2006","3","Alleghany County","English:Reading","Grade 4","SOL","English Reading","66","106","21","172","193","34.20","54.92","10.88","89.12","469"
"2005-2006","3","Alleghany County","English:Reading","Grade 5","SOL","English Reading","120","84","22","204","226","53.10","37.17","9.73","90.27","493"
"2005-2006","3","Alleghany County","English:Reading","Grade 6","SOL","English Reading","99","82","18","181","199","49.75","41.21","9.05","90.95","497"
"2005-2006","3","Alleghany County","English:Reading","Grade 7","SOL","English Reading","72","101","17","173","190","37.89","53.16","8.95","91.05","490"
"2005-2006","3","Alleghany County","English:Reading","Grade 8","SOL","English Reading","67","109","19","176","195","34.36","55.90","9.74","90.26","474"
"2005-2006","4","Amelia County","English:Reading","Grade 3","SOL","English Reading","39","70","16","109","125","31.20","56.00","12.80","87.20","467"
"2005-2006","4","Amelia County","English:Reading","Grade 4","SOL","English Reading","35","52","17","87","104","33.65","50.00","16.35","83.65","471"
"2005-2006","4","Amelia County","English:Reading","Grade 5","SOL","English Reading","38","57","7","95","102","37.25","55.88","6.86","93.14","479"
"2005-2006","4","Amelia County","English:Reading","Grade 6","SOL","English Reading","43","61","34","104","138","31.16","44.20","24.64","75.36","451"
"2005-2006","4","Amelia County","English:Reading","Grade 7","SOL","English Reading","27","52","24","79","103","26.21","50.49","23.30","76.70","453"
"2005-2006","4","Amelia County","English:Reading","Grade 8","SOL","English Reading","20","62","26","82","108","18.52","57.41","24.07","75.93","440"
"2005-2006","5","Amherst County","English:Reading","Grade 3","SOL","English Reading","145","133","45","278","323","44.89","41.18","13.93","86.07","475"
"2005-2006","5","Amherst County","English:Reading","Grade 4","SOL","English Reading","140","133","50","273","323","43.34","41.18","15.48","84.52","472"
"2005-2006","5","Amherst County","English:Reading","Grade 5","SOL","English Reading","195","134","34","329","363","53.72","36.91","9.37","90.63","493"
"2005-2006","5","Amherst County","English:Reading","Grade 6","SOL","English Reading","112","175","63","287","350","32.00","50.00","18.00","82.00","461"
"2005-2006","5","Amherst County","English:Reading","Grade 7","SOL","English Reading","136","173","65","309","374","36.36","46.26","17.38","82.62","468"
"2005-2006","5","Amherst County","English:Reading","Grade 8","SOL","English Reading","82","182","87","264","351","23.36","51.85","24.79","75.21","445"
"2005-2006","6","Appomattox County","English:Reading","Grade 3","SOL","English Reading","87","73","10","160","170","51.18","42.94","5.88","94.12","492"
"2005-2006","6","Appomattox County","English:Reading","Grade 4","SOL","English Reading","93","69","5","162","167","55.69","41.32","2.99","97.01","503"
"2005-2006","6","Appomattox County","English:Reading","Grade 5","SOL","English Reading","68","63","13","131","144","47.22","43.75","9.03","90.97","484"
"2005-2006","6","Appomattox County","English:Reading","Grade 6","SOL","English Reading","45","77","42","122","164","27.44","46.95","25.61","74.39","451"
"2005-2006","6","Appomattox County","English:Reading","Grade 7","SOL","English Reading","45","91","53","136","189","23.81","48.15","28.04","71.96","445"
"2005-2006","6","Appomattox County","English:Reading","Grade 8","SOL","English Reading","20","81","52","101","153","13.07","52.94","33.99","66.01","428"
"2005-2006","7","Arlington County","English:Reading","Grade 3","SOL","English Reading","555","500","149","1,055","1,204","46.10","41.53","12.38","87.62","485"
"2005-2006","7","Arlington County","English:Reading","Grade 4","SOL","English Reading","613","456","124","1,069","1,193","51.38","38.22","10.39","89.61","491"
"2005-2006","7","Arlington County","English:Reading","Grade 5","SOL","English Reading","597","448","120","1,045","1,165","51.24","38.45","10.30","89.70","494"
"2005-2006","7","Arlington County","English:Reading","Grade 6","SOL","English Reading","594","468","156","1,062","1,218","48.77","38.42","12.81","87.19","487"
"2005-2006","7","Arlington County","English:Reading","Grade 7","SOL","English Reading","501","454","199","955","1,154","43.41","39.34","17.24","82.76","476"
"2005-2006","7","Arlington County","English:Reading","Grade 8","SOL","English Reading","323","568","258","891","1,149","28.11","49.43","22.45","77.55","456"
"2005-2006","8","Augusta County","English:Reading","Grade 3","SOL","English Reading","308","332","106","640","746","41.29","44.50","14.21","85.79","475"
"2005-2006","8","Augusta County","English:Reading","Grade 4","SOL","English Reading","299","370","102","669","771","38.78","47.99","13.23","86.77","473"
"2005-2006","8","Augusta County","English:Reading","Grade 5","SOL","English Reading","265","441","130","706","836","31.70","52.75","15.55","84.45","475"
"2005-2006","8","Augusta County","English:Reading","Grade 6","SOL","English Reading","228","443","142","671","813","28.04","54.49","17.47","82.53","469"
"2005-2006","8","Augusta County","English:Reading","Grade 7","SOL","English Reading","269","402","161","671","832","32.33","48.32","19.35","80.65","467"
"2005-2006","8","Augusta County","English:Reading","Grade 8","SOL","English Reading","196","433","209","629","838","23.39","51.67","24.94","75.06","448"
"2005-2006","9","Bath County","English:Reading","Grade 3","SOL","English Reading","13","22","4","35","39","33.33","56.41","10.26","89.74","472"
"2005-2006","9","Bath County","English:Reading","Grade 4","SOL","English Reading","24","28","7","52","59","40.68","47.46","11.86","88.14","472"
"2005-2006","9","Bath County","English:Reading","Grade 5","SOL","English Reading","20","27","10","47","57","35.09","47.37","17.54","82.46","462"
"2005-2006","9","Bath County","English:Reading","Grade 6","SOL","English Reading","34","29","4","63","67","50.75","43.28","5.97","94.03","493"
"2005-2006","9","Bath County","English:Reading","Grade 7","SOL","English Reading","13","35","10","48","58","22.41","60.34","17.24","82.76","465"
"2005-2006","9","Bath County","English:Reading","Grade 8","SOL","English Reading","15","48","17","63","80","18.75","60.00","21.25","78.75","445"
"2005-2006","10","Bedford County","English:Reading","Grade 3","SOL","English Reading","278","381","150","659","809","34.36","47.10","18.54","81.46","463"
"2005-2006","10","Bedford County","English:Reading","Grade 4","SOL","English Reading","286","405","115","691","806","35.48","50.25","14.27","85.73","470"
"2005-2006","10","Bedford County","English:Reading","Grade 5","SOL","English Reading","328","355","109","683","792","41.41","44.82","13.76","86.24","480"
"2005-2006","10","Bedford County","English:Reading","Grade 6","SOL","English Reading","274","384","146","658","804","34.08","47.76","18.16","81.84","468"
"2005-2006","10","Bedford County","English:Reading","Grade 7","SOL","English Reading","292","369","198","661","859","33.99","42.96","23.05","76.95","458"
"2005-2006","10","Bedford County","English:Reading","Grade 8","SOL","English Reading","278","446","116","724","840","33.10","53.10","13.81","86.19","465"
"2005-2006","11","Bland County","English:Reading","Grade 3","SOL","English Reading","20","37","8","57","65","30.77","56.92","12.31","87.69","463"
"2005-2006","11","Bland County","English:Reading","Grade 4","SOL","English Reading","24","31","13","55","68","35.29","45.59","19.12","80.88","454"
"2005-2006","11","Bland County","English:Reading","Grade 5","SOL","English Reading","22","32","13","54","67","32.84","47.76","19.40","80.60","462"
"2005-2006","11","Bland County","English:Reading","Grade 6","SOL","English Reading","22","35","5","57","62","35.48","56.45","8.06","91.94","472"
"2005-2006","11","Bland County","English:Reading","Grade 7","SOL","English Reading","21","31","13","52","65","32.31","47.69","20.00","80.00","464"
"2005-2006","11","Bland County","English:Reading","Grade 8","SOL","English Reading","12","18","10","30","40","30.00","45.00","25.00","75.00","451"
"2005-2006","12","Botetourt County","English:Reading","Grade 3","SOL","English Reading","145","157","27","302","329","44.07","47.72","8.21","91.79","485"
"2005-2006","12","Botetourt County","English:Reading","Grade 4","SOL","English Reading","186","165","25","351","376","49.47","43.88","6.65","93.35","489"
"2005-2006","12","Botetourt County","English:Reading","Grade 5","SOL","English Reading","222","113","14","335","349","63.61","32.38","4.01","95.99","512"
"2005-2006","12","Botetourt County","English:Reading","Grade 6","SOL","English Reading","172","153","40","325","365","47.12","41.92","10.96","89.04","487"
"2005-2006","12","Botetourt County","English:Reading","Grade 7","SOL","English Reading","203","126","31","329","360","56.39","35.00","8.61","91.39","499"
"2005-2006","12","Botetourt County","English:Reading","Grade 8","SOL","English Reading","110","214","69","324","393","27.99","54.45","17.56","82.44","455"
"2005-2006","102","Bristol City","English:Reading","Grade 3","SOL","English Reading","57","63","30","120","150","38.00","42.00","20.00","80.00","463"
"2005-2006","102","Bristol City","English:Reading","Grade 4","SOL","English Reading","48","87","28","135","163","29.45","53.37","17.18","82.82","457"
"2005-2006","102","Bristol City","English:Reading","Grade 5","SOL","English Reading","86","62","19","148","167","51.50","37.13","11.38","88.62","493"
"2005-2006","102","Bristol City","English:Reading","Grade 6","SOL","English Reading","54","93","45","147","192","28.13","48.44","23.44","76.56","460"
"2005-2006","102","Bristol City","English:Reading","Grade 7","SOL","English Reading","46","74","31","120","151","30.46","49.01","20.53","79.47","451"
"2005-2006","102","Bristol City","English:Reading","Grade 8","SOL","English Reading","47","86","49","133","182","25.82","47.25","26.92","73.08","442"
"2005-2006","13","Brunswick County","English:Reading","Grade 3","SOL","English Reading","36","81","49","117","166","21.69","48.80","29.52","70.48","434"
"2005-2006","13","Brunswick County","English:Reading","Grade 4","SOL","English Reading","40","93","49","133","182","21.98","51.10","26.92","73.08","439"
"2005-2006","13","Brunswick County","English:Reading","Grade 5","SOL","English Reading","46","79","28","125","153","30.07","51.63","18.30","81.70","454"
"2005-2006","13","Brunswick County","English:Reading","Grade 6","SOL","English Reading","31","86","42","117","159","19.50","54.09","26.42","73.58","443"
"2005-2006","13","Brunswick County","English:Reading","Grade 7","SOL","English Reading","31","88","46","119","165","18.79","53.33","27.88","72.12","437"
"2005-2006","13","Brunswick County","English:Reading","Grade 8","SOL","English Reading","21","96","47","117","164","12.80","58.54","28.66","71.34","429"
"2005-2006","14","Buchanan County","English:Reading","Grade 3","SOL","English Reading","83","101","55","184","239","34.73","42.26","23.01","76.99","457"
"2005-2006","14","Buchanan County","English:Reading","Grade 4","SOL","English Reading","54","109","64","163","227","23.79","48.02","28.19","71.81","439"
"2005-2006","14","Buchanan County","English:Reading","Grade 5","SOL","English Reading","84","111","49","195","244","34.43","45.49","20.08","79.92","461"
"2005-2006","14","Buchanan County","English:Reading","Grade 6","SOL","English Reading","54","123","45","177","222","24.32","55.41","20.27","79.73","447"
"2005-2006","14","Buchanan County","English:Reading","Grade 7","SOL","English Reading","74","126","49","200","249","29.72","50.60","19.68","80.32","455"
"2005-2006","14","Buchanan County","English:Reading","Grade 8","SOL","English Reading","68","135","57","203","260","26.15","51.92","21.92","78.08","449"
"2005-2006","15","Buckingham County","English:Reading","Grade 3","SOL","English Reading","43","70","23","113","136","31.62","51.47","16.91","83.09","456"
"2005-2006","15","Buckingham County","English:Reading","Grade 4","SOL","English Reading","53","59","14","112","126","42.06","46.83","11.11","88.89","474"
"2005-2006","15","Buckingham County","English:Reading","Grade 5","SOL","English Reading","61","71","21","132","153","39.87","46.41","13.73","86.27","471"
"2005-2006","15","Buckingham County","English:Reading","Grade 6","SOL","English Reading","32","78","31","110","141","22.70","55.32","21.99","78.01","450"
"2005-2006","15","Buckingham County","English:Reading","Grade 7","SOL","English Reading","25","94","51","119","170","14.71","55.29","30.00","70.00","433"
"2005-2006","15","Buckingham County","English:Reading","Grade 8","SOL","English Reading","30","90","45","120","165","18.18","54.55","27.27","72.73","436"
"2005-2006","103","Buena Vista City","English:Reading","Grade 3","SOL","English Reading","32","50","11","82","93","34.41","53.76","11.83","88.17","468"
"2005-2006","103","Buena Vista City","English:Reading","Grade 4","SOL","English Reading","35","43","10","78","88","39.77","48.86","11.36","88.64","474"
"2005-2006","103","Buena Vista City","English:Reading","Grade 5","SOL","English Reading","36","38","15","74","89","40.45","42.70","16.85","83.15","475"
"2005-2006","103","Buena Vista City","English:Reading","Grade 6","SOL","English Reading","34","44","6","78","84","40.48","52.38","7.14","92.86","482"
"2005-2006","103","Buena Vista City","English:Reading","Grade 7","SOL","English Reading","35","47","16","82","98","35.71","47.96","16.33","83.67","466"
"2005-2006","103","Buena Vista City","English:Reading","Grade 8","SOL","English Reading","27","45","16","72","88","30.68","51.14","18.18","81.82","457"
"2005-2006","16","Campbell County","English:Reading","Grade 3","SOL","English Reading","206","275","103","481","584","35.27","47.09","17.64","82.36","463"
"2005-2006","16","Campbell County","English:Reading","Grade 4","SOL","English Reading","217","265","91","482","573","37.87","46.25","15.88","84.12","465"
"2005-2006","16","Campbell County","English:Reading","Grade 5","SOL","English Reading","262","284","88","546","634","41.32","44.79","13.88","86.12","476"
"2005-2006","16","Campbell County","English:Reading","Grade 6","SOL","English Reading","215","325","151","540","691","31.11","47.03","21.85","78.15","459"
"2005-2006","16","Campbell County","English:Reading","Grade 7","SOL","English Reading","222","297","139","519","658","33.74","45.14","21.12","78.88","462"
"2005-2006","16","Campbell County","English:Reading","Grade 8","SOL","English Reading","188","340","122","528","650","28.92","52.31","18.77","81.23","456"
"2005-2006","17","Caroline County","English:Reading","Grade 3","SOL","English Reading","81","141","62","222","284","28.52","49.65","21.83","78.17","455"
"2005-2006","17","Caroline County","English:Reading","Grade 4","SOL","English Reading","114","141","45","255","300","38.00","47.00","15.00","85.00","467"
"2005-2006","17","Caroline County","English:Reading","Grade 5","SOL","English Reading","118","134","24","252","276","42.75","48.55","8.70","91.30","482"
"2005-2006","17","Caroline County","English:Reading","Grade 6","SOL","English Reading","76","146","74","222","296","25.68","49.32","25.00","75.00","444"
"2005-2006","17","Caroline County","English:Reading","Grade 7","SOL","English Reading","52","136","92","188","280","18.57","48.57","32.86","67.14","437"
"2005-2006","17","Caroline County","English:Reading","Grade 8","SOL","English Reading","48","165","76","213","289","16.61","57.09","26.30","73.70","436"
"2005-2006","18","Carroll County","English:Reading","Grade 3","SOL","English Reading","110","146","42","256","298","36.91","48.99","14.09","85.91","468"
"2005-2006","18","Carroll County","English:Reading","Grade 4","SOL","English Reading","92","133","55","225","280","32.86","47.50","19.64","80.36","459"
"2005-2006","18","Carroll County","English:Reading","Grade 5","SOL","English Reading","124","125","49","249","298","41.61","41.95","16.44","83.56","473"
"2005-2006","18","Carroll County","English:Reading","Grade 6","SOL","English Reading","78","160","58","238","296","26.35","54.05","19.59","80.41","455"
"2005-2006","18","Carroll County","English:Reading","Grade 7","SOL","English Reading","85","155","63","240","303","28.05","51.16","20.79","79.21","452"
"2005-2006","18","Carroll County","English:Reading","Grade 8","SOL","English Reading","69","235","86","304","390","17.69","60.26","22.05","77.95","446"
"2005-2006","19","Charles City County","English:Reading","Grade 3","SOL","English Reading","18","24","20","42","62","29.03","38.71","32.26","67.74","439"
"2005-2006","19","Charles City County","English:Reading","Grade 4","SOL","English Reading","11","28","13","39","52","21.15","53.85","25.00","75.00","435"
"2005-2006","19","Charles City County","English:Reading","Grade 5","SOL","English Reading","20","26","12","46","58","34.48","44.83","20.69","79.31","460"
"2005-2006","19","Charles City County","English:Reading","Grade 6","SOL","English Reading","10","33","30","43","73","13.70","45.21","41.10","58.90","418"
"2005-2006","19","Charles City County","English:Reading","Grade 7","SOL","English Reading","13","40","22","53","75","17.33","53.33","29.33","70.67","427"
"2005-2006","19","Charles City County","English:Reading","Grade 8","SOL","English Reading","7","37","19","44","63","11.11","58.73","30.16","69.84","431"
"2005-2006","20","Charlotte County","English:Reading","Grade 3","SOL","English Reading","71","72","7","143","150","47.33","48.00","4.67","95.33","490"
"2005-2006","20","Charlotte County","English:Reading","Grade 4","SOL","English Reading","69","75","8","144","152","45.39","49.34","5.26","94.74","484"
"2005-2006","20","Charlotte County","English:Reading","Grade 5","SOL","English Reading","84","62","8","146","154","54.55","40.26","5.19","94.81","501"
"2005-2006","20","Charlotte County","English:Reading","Grade 6","SOL","English Reading","52","87","19","139","158","32.91","55.06","12.03","87.97","471"
"2005-2006","20","Charlotte County","English:Reading","Grade 7","SOL","English Reading","60","94","16","154","170","35.29","55.29","9.41","90.59","480"
"2005-2006","20","Charlotte County","English:Reading","Grade 8","SOL","English Reading","51","91","6","142","148","34.46","61.49","4.05","95.95","475"
"2005-2006","104","Charlottesville City","English:Reading","Grade 3","SOL","English Reading","119","99","63","218","281","42.35","35.23","22.42","77.58","469"
"2005-2006","104","Charlottesville City","English:Reading","Grade 4","SOL","English Reading","128","120","30","248","278","46.04","43.17","10.79","89.21","487"
"2005-2006","104","Charlottesville City","English:Reading","Grade 5","SOL","English Reading","75","119","55","194","249","30.12","47.79","22.09","77.91","466"
"2005-2006","104","Charlottesville City","English:Reading","Grade 6","SOL","English Reading","71","120","79","191","270","26.30","44.44","29.26","70.74","453"
"2005-2006","104","Charlottesville City","English:Reading","Grade 7","SOL","English Reading","54","100","147","154","301","17.94","33.22","48.84","51.16","416"
"2005-2006","104","Charlottesville City","English:Reading","Grade 8","SOL","English Reading","63","114","123","177","300","21.00","38.00","41.00","59.00","424"
"2005-2006","136","Chesapeake City","English:Reading","Grade 3","SOL","English Reading","1,060","1,200","374","2,260","2,634","40.24","45.56","14.20","85.80","474"
"2005-2006","136","Chesapeake City","English:Reading","Grade 4","SOL","English Reading","1,352","1,180","227","2,532","2,759","49.00","42.77","8.23","91.77","493"
"2005-2006","136","Chesapeake City","English:Reading","Grade 5","SOL","English Reading","950","1,534","373","2,484","2,857","33.25","53.69","13.06","86.94","479"
"2005-2006","136","Chesapeake City","English:Reading","Grade 6","SOL","English Reading","967","1,606","444","2,573","3,017","32.05","53.23","14.72","85.28","473"
"2005-2006","136","Chesapeake City","English:Reading","Grade 7","SOL","English Reading","1,245","1,498","511","2,743","3,254","38.26","46.04","15.70","84.30","476"
"2005-2006","136","Chesapeake City","English:Reading","Grade 8","SOL","English Reading","751","1,767","723","2,518","3,241","23.17","54.52","22.31","77.69","452"
"2005-2006","21","Chesterfield County","English:Reading","Grade 3","SOL","English Reading","1,691","1,749","457","3,440","3,897","43.39","44.88","11.73","88.27","480"
"2005-2006","21","Chesterfield County","English:Reading","Grade 4","SOL","English Reading","1,981","1,764","346","3,745","4,091","48.42","43.12","8.46","91.54","490"
"2005-2006","21","Chesterfield County","English:Reading","Grade 5","SOL","English Reading","2,238","1,632","231","3,870","4,101","54.57","39.80","5.63","94.37","499"
"2005-2006","21","Chesterfield County","English:Reading","Grade 6","SOL","English Reading","1,854","1,922","578","3,776","4,354","42.58","44.14","13.28","86.72","478"
"2005-2006","21","Chesterfield County","English:Reading","Grade 7","SOL","English Reading","1,844","1,928","642","3,772","4,414","41.78","43.68","14.54","85.46","477"
"2005-2006","21","Chesterfield County","English:Reading","Grade 8","SOL","English Reading","1,018","2,629","799","3,647","4,446","22.90","59.13","17.97","82.03","458"
"2005-2006","22","Clarke County","English:Reading","Grade 3","SOL","English Reading","65","57","21","122","143","45.45","39.86","14.69","85.31","475"
"2005-2006","22","Clarke County","English:Reading","Grade 4","SOL","English Reading","62","57","24","119","143","43.36","39.86","16.78","83.22","481"
"2005-2006","22","Clarke County","English:Reading","Grade 5","SOL","English Reading","88","61","15","149","164","53.66","37.20","9.15","90.85","498"
"2005-2006","22","Clarke County","English:Reading","Grade 6","SOL","English Reading","73","64","23","137","160","45.63","40.00","14.38","85.63","480"
"2005-2006","22","Clarke County","English:Reading","Grade 7","SOL","English Reading","88","56","20","144","164","53.66","34.15","12.20","87.80","486"
"2005-2006","22","Clarke County","English:Reading","Grade 8","SOL","English Reading","48","86","34","134","168","28.57","51.19","20.24","79.76","452"
"2005-2006","202","Colonial Beach","English:Reading","Grade 3","SOL","English Reading","11","24","7","35","42","26.19","57.14","16.67","83.33","460"
"2005-2006","202","Colonial Beach","English:Reading","Grade 4","SOL","English Reading","9","12","16","21","37","24.32","32.43","43.24","56.76","434"
"2005-2006","202","Colonial Beach","English:Reading","Grade 5","SOL","English Reading","11","21","10","32","42","26.19","50.00","23.81","76.19","463"
"2005-2006","202","Colonial Beach","English:Reading","Grade 6","SOL","English Reading","12","18","2","30","32","37.50","56.25","6.25","93.75","485"
"2005-2006","202","Colonial Beach","English:Reading","Grade 7","SOL","English Reading","12","26","9","38","47","25.53","55.32","19.15","80.85","452"
"2005-2006","202","Colonial Beach","English:Reading","Grade 8","SOL","English Reading","10","18","19","28","47","21.28","38.30","40.43","59.57","427"
"2005-2006","106","Colonial Heights City","English:Reading","Grade 3","SOL","English Reading","86","100","17","186","203","42.36","49.26","8.37","91.63","480"
"2005-2006","106","Colonial Heights City","English:Reading","Grade 4","SOL","English Reading","79","87","17","166","183","43.17","47.54","9.29","90.71","481"
"2005-2006","106","Colonial Heights City","English:Reading","Grade 5","SOL","English Reading","105","116","20","221","241","43.57","48.13","8.30","91.70","482"
"2005-2006","106","Colonial Heights City","English:Reading","Grade 6","SOL","English Reading","82","91","33","173","206","39.81","44.17","16.02","83.98","473"
"2005-2006","106","Colonial Heights City","English:Reading","Grade 7","SOL","English Reading","73","106","46","179","225","32.44","47.11","20.44","79.56","457"
"2005-2006","106","Colonial Heights City","English:Reading","Grade 8","SOL","English Reading","24","118","62","142","204","11.76","57.84","30.39","69.61","426"
"2005-2006","107","Covington City","English:Reading","Grade 3","SOL","English Reading","28","17","11","45","56","50.00","30.36","19.64","80.36","484"
"2005-2006","107","Covington City","English:Reading","Grade 4","SOL","English Reading","19","37","15","56","71","26.76","52.11","21.13","78.87","455"
"2005-2006","107","Covington City","English:Reading","Grade 5","SOL","English Reading","8","32","15","40","55","14.55","58.18","27.27","72.73","433"
"2005-2006","107","Covington City","English:Reading","Grade 6","SOL","English Reading","15","26","20","41","61","24.59","42.62","32.79","67.21","440"
"2005-2006","107","Covington City","English:Reading","Grade 7","SOL","English Reading","12","25","14","37","51","23.53","49.02","27.45","72.55","445"
"2005-2006","107","Covington City","English:Reading","Grade 8","SOL","English Reading","18","39","7","57","64","28.13","60.94","10.94","89.06","463"
"2005-2006","23","Craig County","English:Reading","Grade 3","SOL","English Reading","21","22","6","43","49","42.86","44.90","12.24","87.76","481"
"2005-2006","23","Craig County","English:Reading","Grade 4","SOL","English Reading","14","34","6","48","54","25.93","62.96","11.11","88.89","460"
"2005-2006","23","Craig County","English:Reading","Grade 5","SOL","English Reading","7","37","8","44","52","13.46","71.15","15.38","84.62","453"
"2005-2006","23","Craig County","English:Reading","Grade 6","SOL","English Reading","9","33","10","42","52","17.31","63.46","19.23","80.77","452"
"2005-2006","23","Craig County","English:Reading","Grade 7","SOL","English Reading","20","22","14","42","56","35.71","39.29","25.00","75.00","449"
"2005-2006","23","Craig County","English:Reading","Grade 8","SOL","English Reading","2","30","12","32","44","4.55","68.18","27.27","72.73","428"
"2005-2006","24","Culpeper County","English:Reading","Grade 3","SOL","English Reading","209","214","74","423","497","42.05","43.06","14.89","85.11","474"
"2005-2006","24","Culpeper County","English:Reading","Grade 4","SOL","English Reading","208","229","71","437","508","40.94","45.08","13.98","86.02","472"
"2005-2006","24","Culpeper County","English:Reading","Grade 5","SOL","English Reading","193","217","57","410","467","41.33","46.47","12.21","87.79","482"
"2005-2006","24","Culpeper County","English:Reading","Grade 6","SOL","English Reading","205","234","114","439","553","37.07","42.31","20.61","79.39","468"
"2005-2006","24","Culpeper County","English:Reading","Grade 7","SOL","English Reading","205","257","86","462","548","37.41","46.90","15.69","84.31","469"
"2005-2006","24","Culpeper County","English:Reading","Grade 8","SOL","English Reading","133","290","125","423","548","24.27","52.92","22.81","77.19","444"
"2005-2006","25","Cumberland County","English:Reading","Grade 3","SOL","English Reading","28","36","31","64","95","29.47","37.89","32.63","67.37","448"
"2005-2006","25","Cumberland County","English:Reading","Grade 4","SOL","English Reading","17","51","24","68","92","18.48","55.43","26.09","73.91","433"
"2005-2006","25","Cumberland County","English:Reading","Grade 5","SOL","English Reading","29","41","13","70","83","34.94","49.40","15.66","84.34","468"
"2005-2006","25","Cumberland County","English:Reading","Grade 6","SOL","English Reading","18","60","35","78","113","15.93","53.10","30.97","69.03","433"
"2005-2006","25","Cumberland County","English:Reading","Grade 7","SOL","English Reading","15","49","32","64","96","15.63","51.04","33.33","66.67","434"
"2005-2006","25","Cumberland County","English:Reading","Grade 8","SOL","English Reading","21","63","20","84","104","20.19","60.58","19.23","80.77","447"
"2005-2006","108","Danville City","English:Reading","Grade 3","SOL","English Reading","144","230","73","374","447","32.21","51.45","16.33","83.67","459"
"2005-2006","108","Danville City","English:Reading","Grade 4","SOL","English Reading","133","208","85","341","426","31.22","48.83","19.95","80.05","457"
"2005-2006","108","Danville City","English:Reading","Grade 5","SOL","English Reading","167","206","49","373","422","39.57","48.82","11.61","88.39","478"
"2005-2006","108","Danville City","English:Reading","Grade 6","SOL","English Reading","108","203","128","311","439","24.60","46.24","29.16","70.84","439"
"2005-2006","108","Danville City","English:Reading","Grade 7","SOL","English Reading","117","241","133","358","491","23.83","49.08","27.09","72.91","442"
"2005-2006","108","Danville City","English:Reading","Grade 8","SOL","English Reading","81","254","120","335","455","17.80","55.82","26.37","73.63","439"
"2005-2006","26","Dickenson County","English:Reading","Grade 3","SOL","English Reading","59","81","25","140","165","35.76","49.09","15.15","84.85","463"
"2005-2006","26","Dickenson County","English:Reading","Grade 4","SOL","English Reading","47","91","43","138","181","25.97","50.28","23.76","76.24","452"
"2005-2006","26","Dickenson County","English:Reading","Grade 5","SOL","English Reading","70","74","30","144","174","40.23","42.53","17.24","82.76","465"
"2005-2006","26","Dickenson County","English:Reading","Grade 6","SOL","English Reading","56","73","47","129","176","31.82","41.48","26.70","73.30","446"
